Genome_ID,Species,Chemotype,Toxin_System,Strain,Chromosome_or_Contig,Locus_ID,Locus_class,Genes,Locus_start,Locus_end,Locus_length_bp,Extract_start,Extract_end,Extract_length_bp,Flank_bp,Genome_fasta,Output_fasta
GCA_016952355.1,Fusarium culmorum,Not reported,TRI,,CP064747.1,GCA_016952355.1|CP064747.1|L1,TRI101_locus,"TRI22,TRI201,TRI101",5079728,5088301,8574,5074728,5093301,18574,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_016952355.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCA_016952355.1_CP064747.1_TRI101_locus_5074728_5093301.fna
GCA_016952355.1,Fusarium culmorum,Not reported,TRI,,CP064747.1,GCA_016952355.1|CP064747.1|L2,core_TRI_cluster,"TRI8,TRI7,TRI3,TRI4,TRI6,TRI5,TRI10,TRI9,TRI11,TRI12,TRI14",5856025,5883459,27435,5851025,5888459,37435,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_016952355.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/core_TRI_cluster/GCA_016952355.1_CP064747.1_core_TRI_cluster_5851025_5888459.fna
GCA_016952355.1,Fusarium culmorum,Not reported,TRI,,CP064750.1,GCA_016952355.1|CP064750.1|L1,TRI1_TRI16_locus,TRI1,331941,333694,1754,326941,338694,11754,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_016952355.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI1_TRI16_locus/GCA_016952355.1_CP064750.1_TRI1_TRI16_locus_326941_338694.fna
GCA_017656985.1,Fusarium boothii,15-ADON,TRI,,JAGDVF010000004.1,GCA_017656985.1|JAGDVF010000004.1|L1,TRI1_TRI16_locus,TRI1,310147,311905,1759,305147,316905,11759,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_017656985.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI1_TRI16_locus/GCA_017656985.1_JAGDVF010000004.1_TRI1_TRI16_locus_305147_316905.fna
GCA_017656985.1,Fusarium boothii,15-ADON,TRI,,JAGDVF010000009.1,GCA_017656985.1|JAGDVF010000009.1|L1,core_TRI_cluster,"TRI14,TRI12,TRI11,TRI9,TRI10,TRI5,TRI6,TRI4,TRI3,TRI8",164296,191258,26963,159296,196258,36963,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_017656985.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/core_TRI_cluster/GCA_017656985.1_JAGDVF010000009.1_core_TRI_cluster_159296_196258.fna
GCA_017656985.1,Fusarium boothii,15-ADON,TRI,,JAGDVF010000009.1,GCA_017656985.1|JAGDVF010000009.1|L2,TRI101_locus,"TRI101,TRI201,TRI22",967027,975630,8604,962027,980630,18604,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_017656985.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCA_017656985.1_JAGDVF010000009.1_TRI101_locus_962027_980630.fna
GCA_018104275.1,Fusarium langsethiae,T-2/HT-2,TRI ,,JAFFKB010000014.1,GCA_018104275.1|JAFFKB010000014.1|L2,core_TRI_cluster,"TRI8,TRI3,TRI4,TRI6,TRI5,TRI10,TRI9,TRI11,TRI12,TRI13,TRI14",4469928,4500111,30184,4464928,4505111,40184,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_018104275.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/core_TRI_cluster/GCA_018104275.1_JAFFKB010000014.1_core_TRI_cluster_4464928_4505111.fna
GCA_018104275.1,Fusarium langsethiae,T-2/HT-2,TRI ,,JAFFKB010000090.1,GCA_018104275.1|JAFFKB010000090.1|L1,TRI1_TRI16_locus,TRI1,582528,584384,1857,577528,589384,11857,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_018104275.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI1_TRI16_locus/GCA_018104275.1_JAFFKB010000090.1_TRI1_TRI16_locus_577528_589384.fna
GCA_018104275.1,Fusarium langsethiae,T-2/HT-2,TRI ,,JAFFKB010000127.1,GCA_018104275.1|JAFFKB010000127.1|L1,TRI1_TRI16_locus,"TRI1,TRI16",413844,429514,15671,408844,434514,25671,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_018104275.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI1_TRI16_locus/GCA_018104275.1_JAFFKB010000127.1_TRI1_TRI16_locus_408844_434514.fna
GCA_018104275.1,Fusarium langsethiae,T-2/HT-2,TRI ,,JAFFKB010000149.1,GCA_018104275.1|JAFFKB010000149.1|L1,TRI101_locus,"TRI101,TRI201,TRI22",807612,816176,8565,802612,821176,18565,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_018104275.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCA_018104275.1_JAFFKB010000149.1_TRI101_locus_802612_821176.fna
GCA_019054615.1,Fusarium sporotrichioides,T-2/HT-2 *,TRI,,JAHKNR010000001.1,GCA_019054615.1|JAHKNR010000001.1|L1,core_TRI_cluster,"TRI14,TRI13,TRI12,TRI11,TRI9,TRI10,TRI5,TRI6,TRI4,TRI3,TRI8",3465408,3491808,26401,3460408,3496808,36401,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_019054615.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/core_TRI_cluster/GCA_019054615.1_JAHKNR010000001.1_core_TRI_cluster_3460408_3496808.fna
GCA_019054615.1,Fusarium sporotrichioides,T-2/HT-2 *,TRI,,JAHKNR010000001.1,GCA_019054615.1|JAHKNR010000001.1|L2,TRI101_locus,"TRI101,TRI22",4247496,4256083,8588,4242496,4261083,18588,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_019054615.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCA_019054615.1_JAHKNR010000001.1_TRI101_locus_4242496_4261083.fna
GCA_019054615.1,Fusarium sporotrichioides,T-2/HT-2 *,TRI,,JAHKNR010000004.1,GCA_019054615.1|JAHKNR010000004.1|L2,TRI1_TRI16_locus,"TRI1,TRI16",4738352,4743095,4744,4733352,4748095,14744,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_019054615.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI1_TRI16_locus/GCA_019054615.1_JAHKNR010000004.1_TRI1_TRI16_locus_4733352_4748095.fna
GCA_019054645.1,Fusarium sporotrichioides,T-2/HT-2 *,TRI,,JAHKNS010000002.1,GCA_019054645.1|JAHKNS010000002.1|L1,core_TRI_cluster,"TRI14,TRI13,TRI12,TRI11,TRI9,TRI10,TRI5,TRI6,TRI4,TRI8",3581809,3608175,26367,3576809,3613175,36367,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_019054645.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/core_TRI_cluster/GCA_019054645.1_JAHKNS010000002.1_core_TRI_cluster_3576809_3613175.fna
GCA_019054645.1,Fusarium sporotrichioides,T-2/HT-2 *,TRI,,JAHKNS010000002.1,GCA_019054645.1|JAHKNS010000002.1|L2,TRI101_locus,"TRI101,TRI22",4362393,4370980,8588,4357393,4375980,18588,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_019054645.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCA_019054645.1_JAHKNS010000002.1_TRI101_locus_4357393_4375980.fna
GCA_019054645.1,Fusarium sporotrichioides,T-2/HT-2 *,TRI,,JAHKNS010000004.1,GCA_019054645.1|JAHKNS010000004.1|L2,TRI1_TRI16_locus,"TRI1,TRI16",7432269,7438212,5944,7427269,7443212,15944,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_019054645.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI1_TRI16_locus/GCA_019054645.1_JAHKNS010000004.1_TRI1_TRI16_locus_7427269_7443212.fna
GCA_019343145.1,Fusarium graminearum,15-ADON,TRI,,CP079829.1,GCA_019343145.1|CP079829.1|L1,core_TRI_cluster,"TRI14,TRI12,TRI11,TRI9,TRI10,TRI5,TRI6,TRI4,TRI3,TRI8",3585848,3612795,26948,3580848,3617795,36948,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_019343145.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/core_TRI_cluster/GCA_019343145.1_CP079829.1_core_TRI_cluster_3580848_3617795.fna
GCA_019343145.1,Fusarium graminearum,15-ADON,TRI,,CP079829.1,GCA_019343145.1|CP079829.1|L2,TRI101_locus,"TRI101,TRI201,TRI22",4380100,4388345,8246,4375100,4393345,18246,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_019343145.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCA_019343145.1_CP079829.1_TRI101_locus_4375100_4393345.fna
GCA_019343145.1,Fusarium graminearum,15-ADON,TRI,,CP079833.1,GCA_019343145.1|CP079833.1|L1,TRI1_TRI16_locus,TRI1,287561,289267,1707,282561,294267,11707,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_019343145.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI1_TRI16_locus/GCA_019343145.1_CP079833.1_TRI1_TRI16_locus_282561_294267.fna
GCA_020991245.1,Fusarium graminearum,15-ADON,TRI,,CP087871.1,GCA_020991245.1|CP087871.1|L1,TRI1_TRI16_locus,TRI1,291505,293259,1755,286505,298259,11755,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_020991245.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI1_TRI16_locus/GCA_020991245.1_CP087871.1_TRI1_TRI16_locus_286505_298259.fna
GCA_020991245.1,Fusarium graminearum,15-ADON,TRI,,CP087872.1,GCA_020991245.1|CP087872.1|L1,TRI101_locus,"TRI22,TRI201,TRI101",4624670,4633278,8609,4619670,4638278,18609,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_020991245.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCA_020991245.1_CP087872.1_TRI101_locus_4619670_4638278.fna
GCA_020991245.1,Fusarium graminearum,15-ADON,TRI,,CP087872.1,GCA_020991245.1|CP087872.1|L2,core_TRI_cluster,"TRI8,TRI3,TRI4,TRI6,TRI5,TRI10,TRI9,TRI11,TRI12,TRI14",5392461,5419477,27017,5387461,5424477,37017,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_020991245.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/core_TRI_cluster/GCA_020991245.1_CP087872.1_core_TRI_cluster_5387461_5424477.fna
GCA_025258505.1,Fusarium asiaticum,NIV,TRI,,CP088257.1,GCA_025258505.1|CP088257.1|L1,TRI1_TRI16_locus,TRI1,438493,440246,1754,433493,445246,11754,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_025258505.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI1_TRI16_locus/GCA_025258505.1_CP088257.1_TRI1_TRI16_locus_433493_445246.fna
GCA_025258505.1,Fusarium asiaticum,NIV,TRI,,CP088258.1,GCA_025258505.1|CP088258.1|L1,TRI101_locus,"TRI22,TRI201,TRI101",4695646,4704251,8606,4690646,4709251,18606,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_025258505.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCA_025258505.1_CP088258.1_TRI101_locus_4690646_4709251.fna
GCA_025258505.1,Fusarium asiaticum,NIV,TRI,,CP088258.1,GCA_025258505.1|CP088258.1|L2,core_TRI_cluster,"TRI8,TRI7,TRI3,TRI4,TRI6,TRI5,TRI10,TRI9,TRI11,TRI12,TRI14",5458486,5486107,27622,5453486,5491107,37622,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_025258505.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/core_TRI_cluster/GCA_025258505.1_CP088258.1_core_TRI_cluster_5453486_5491107.fna
GCA_032355295.1,Fusarium meridionale,NIV,TRI,,CP126884.1,GCA_032355295.1|CP126884.1|L1,TRI1_TRI16_locus,TRI1,312406,314158,1753,307406,319158,11753,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_032355295.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI1_TRI16_locus/GCA_032355295.1_CP126884.1_TRI1_TRI16_locus_307406_319158.fna
GCA_032355295.1,Fusarium meridionale,NIV,TRI,,CP126885.1,GCA_032355295.1|CP126885.1|L1,TRI101_locus,"TRI22,TRI201,TRI101",4695925,4704539,8615,4690925,4709539,18615,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_032355295.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCA_032355295.1_CP126885.1_TRI101_locus_4690925_4709539.fna
GCA_032355295.1,Fusarium meridionale,NIV,TRI,,CP126885.1,GCA_032355295.1|CP126885.1|L2,core_TRI_cluster,"TRI8,TRI7,TRI3,TRI4,TRI6,TRI5,TRI10,TRI9,TRI11,TRI12,TRI14",5502351,5529946,27596,5497351,5534946,37596,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_032355295.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/core_TRI_cluster/GCA_032355295.1_CP126885.1_core_TRI_cluster_5497351_5534946.fna
GCA_037074405.1,Fusarium graminearum,15-ADON,TRI,,CM073624.1,GCA_037074405.1|CM073624.1|L1,TRI1_TRI16_locus,TRI1,356462,358216,1755,351462,363216,11755,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_037074405.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI1_TRI16_locus/GCA_037074405.1_CM073624.1_TRI1_TRI16_locus_351462_363216.fna
GCA_037074405.1,Fusarium graminearum,15-ADON,TRI,,CM073625.1,GCA_037074405.1|CM073625.1|L1,TRI101_locus,"TRI22,TRI201,TRI101",4669101,4677709,8609,4664101,4682709,18609,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_037074405.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCA_037074405.1_CM073625.1_TRI101_locus_4664101_4682709.fna
GCA_037074405.1,Fusarium graminearum,15-ADON,TRI,,CM073625.1,GCA_037074405.1|CM073625.1|L2,core_TRI_cluster,"TRI8,TRI3,TRI4,TRI6,TRI5,TRI10,TRI9,TRI11,TRI12,TRI14",5459538,5486586,27049,5454538,5491586,37049,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_037074405.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/core_TRI_cluster/GCA_037074405.1_CM073625.1_core_TRI_cluster_5454538_5491586.fna
GCA_037213105.1,Fusarium graminearum,3-ADON,TRI,,CP147677.1,GCA_037213105.1|CP147677.1|L1,TRI1_TRI16_locus,TRI1,336530,338284,1755,331530,343284,11755,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_037213105.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI1_TRI16_locus/GCA_037213105.1_CP147677.1_TRI1_TRI16_locus_331530_343284.fna
GCA_037213105.1,Fusarium graminearum,3-ADON,TRI,,CP147678.1,GCA_037213105.1|CP147678.1|L1,TRI101_locus,"TRI22,TRI201,TRI101",4627805,4636414,8610,4622805,4641414,18610,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_037213105.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCA_037213105.1_CP147678.1_TRI101_locus_4622805_4641414.fna
GCA_037213105.1,Fusarium graminearum,3-ADON,TRI,,CP147678.1,GCA_037213105.1|CP147678.1|L2,core_TRI_cluster,"TRI8,TRI3,TRI4,TRI6,TRI5,TRI10,TRI9,TRI11,TRI12,TRI14",5385139,5409873,24735,5380139,5414873,34735,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_037213105.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/core_TRI_cluster/GCA_037213105.1_CP147678.1_core_TRI_cluster_5380139_5414873.fna
GCA_037255895.1,Fusarium graminearum,15-ADON,TRI,,CP147672.1,GCA_037255895.1|CP147672.1|L1,TRI1_TRI16_locus,TRI1,347881,349634,1754,342881,354634,11754,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_037255895.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI1_TRI16_locus/GCA_037255895.1_CP147672.1_TRI1_TRI16_locus_342881_354634.fna
GCA_037255895.1,Fusarium graminearum,15-ADON,TRI,,CP147673.1,GCA_037255895.1|CP147673.1|L1,TRI101_locus,"TRI22,TRI201,TRI101",4676674,4685285,8612,4671674,4690285,18612,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_037255895.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCA_037255895.1_CP147673.1_TRI101_locus_4671674_4690285.fna
GCA_037255895.1,Fusarium graminearum,15-ADON,TRI,,CP147673.1,GCA_037255895.1|CP147673.1|L2,core_TRI_cluster,"TRI8,TRI3,TRI4,TRI6,TRI5,TRI10,TRI9,TRI11,TRI12,TRI14",5439173,5466144,26972,5434173,5471144,36972,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_037255895.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/core_TRI_cluster/GCA_037255895.1_CP147673.1_core_TRI_cluster_5434173_5471144.fna
GCA_038181435.1,Fusarium acuminatum,Not reported ,TRI ,,CP151266.1,GCA_038181435.1|CP151266.1|L1,TRI101_locus,"TRI22,TRI101",428026,436488,8463,423026,441488,18463,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_038181435.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCA_038181435.1_CP151266.1_TRI101_locus_423026_441488.fna
GCA_041870755.1,Fusarium sambucinum,T-2/HT-2 *,TRI,,CP167249.1,GCA_041870755.1|CP167249.1|L1,TRI1_TRI16_locus,TRI16,62720,63945,1226,57720,68945,11226,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_041870755.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI1_TRI16_locus/GCA_041870755.1_CP167249.1_TRI1_TRI16_locus_57720_68945.fna
GCA_041870755.1,Fusarium sambucinum,T-2/HT-2 *,TRI,,CP167250.1,GCA_041870755.1|CP167250.1|L1,core_TRI_cluster,"TRI14,TRI13,TRI12,TRI11,TRI9,TRI10,TRI5,TRI6,TRI4,TRI3,TRI7,TRI8",3731431,3758527,27097,3726431,3763527,37097,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_041870755.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/core_TRI_cluster/GCA_041870755.1_CP167250.1_core_TRI_cluster_3726431_3763527.fna
GCA_041870755.1,Fusarium sambucinum,T-2/HT-2 *,TRI,,CP167250.1,GCA_041870755.1|CP167250.1|L2,TRI101_locus,"TRI22,TRI201,TRI101",4484939,4493449,8511,4479939,4498449,18511,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_041870755.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCA_041870755.1_CP167250.1_TRI101_locus_4479939_4498449.fna
GCA_046056315.1,Fusarium poae,NIV,TRI,,CM100254.1,GCA_046056315.1|CM100254.1|L1,TRI1_TRI16_locus,TRI1,60588,62349,1762,55588,67349,11762,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_046056315.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI1_TRI16_locus/GCA_046056315.1_CM100254.1_TRI1_TRI16_locus_55588_67349.fna
GCA_046056315.1,Fusarium poae,NIV,TRI,,CM100255.1,GCA_046056315.1|CM100255.1|L1,TRI101_locus,"TRI22,TRI101",5057710,5066169,8460,5052710,5071169,18460,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_046056315.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCA_046056315.1_CM100255.1_TRI101_locus_5052710_5071169.fna
GCA_046056315.1,Fusarium poae,NIV,TRI,,CM100255.1,GCA_046056315.1|CM100255.1|L2,core_TRI_cluster,"TRI8,TRI7,TRI3,TRI4,TRI6,TRI5,TRI10,TRI9,TRI11,TRI12,TRI13,TRI14",5851507,5881662,30156,5846507,5886662,40156,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_046056315.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/core_TRI_cluster/GCA_046056315.1_CM100255.1_core_TRI_cluster_5846507_5886662.fna
GCA_047716405.1,Fusarium chlamydosporum,Not reported ,TRI,,JBLAUX010000001.1,GCA_047716405.1|JBLAUX010000001.1|L1,TRI101_locus,"TRI22,TRI101",1385523,1394039,8517,1380523,1399039,18517,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_047716405.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCA_047716405.1_JBLAUX010000001.1_TRI101_locus_1380523_1399039.fna
GCA_050859235.1,Fusarium tricinctum,NP,TRI ,,CM116345.1,GCA_050859235.1|CM116345.1|L1,TRI101_locus,"TRI22,TRI101",489065,497528,8464,484065,502528,18464,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_050859235.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCA_050859235.1_CM116345.1_TRI101_locus_484065_502528.fna
