Genome_ID,Gene,Reference_ID,Chromosome_or_Contig,Strand,Reference_hit_group,Start,End,HSP_count,Query_length,Query_covered_bp,Combined_query_coverage,Weighted_percent_identity,Total_bitscore,Best_evalue,Total_alignment_length,Combined_query_coverage_percent,Pass_coverage_filter
GCA_001292635.1,TRI1,TRI1|F_sporotrichioides,JXCE01000207.1,+,1,10377,12233,5,1629,1629,1.0,97.00679780085524,2755,0.0,1637,100.0,True
GCA_001292635.1,TRI6,TRI6|Fusarium_sporotrichioides,JXCE01000103.1,-,1,29370,30023,1,657,657,1.0,92.39,933,0.0,657,100.0,True
GCA_001292635.1,TRI6,TRI6|Fusarium_sporotrichioides,JXCE01000519.1,+,1,3765,4352,1,657,591,0.8995433789954338,91.878,822,0.0,591,89.95433789954338,True
GCA_001292635.1,TRI6,TRI6|Fusarium_pseudograminearum_CS3096,JXCE01000103.1,-,1,29370,30023,1,657,657,1.0,85.693,689,0.0,657,100.0,True
GCA_001292635.1,TRI6,TRI6|Fusarium_pseudograminearum_CS3096,JXCE01000519.1,+,1,3765,4352,1,657,591,0.8995433789954338,86.125,634,0.0,591,89.95433789954338,True
GCA_001292635.1,TRI6,TRI6|Fusarium_poae,JXCE01000103.1,-,1,29370,30023,2,693,664,0.9581529581529582,87.80135542168675,775,2.4699999999999997e-176,664,95.81529581529583,True
GCA_001292635.1,TRI6,TRI6|Fusarium_poae,JXCE01000519.1,+,1,3765,4351,2,693,597,0.8614718614718615,88.29432441471572,712,9.12e-156,598,86.14718614718615,True
GCA_001292635.1,TRI8,TRI8|Fusarium_graminearum_PH-1,JXCE01000103.1,+,1,38267,39595,1,1338,1323,0.9887892376681614,81.77,1103,0.0,1333,98.87892376681614,True
GCA_001292635.1,TRI8,TRI8|Fusarium_sporotrichioides,JXCE01000103.1,+,1,38267,39610,1,1344,1344,1.0,97.917,2327,0.0,1344,100.0,True
GCA_001292635.1,TRI8,TRI8|Fusarium_pseudograminearum_CS3096,JXCE01000103.1,+,1,38267,39495,1,1299,1225,0.9430331023864511,81.818,1026,0.0,1232,94.30331023864511,True
GCA_001292635.1,TRI8,TRI8|Fusarium_poae,JXCE01000103.1,+,1,38267,39610,1,1341,1341,1.0,84.621,1332,0.0,1346,100.0,True
GCA_001292635.1,TRI11,TRI11|Fusarium_graminearum_PH-1,JXCE01000103.1,+,1,20461,22081,3,1479,1105,0.7471264367816092,86.15387692307692,1195,0.0,1105,74.71264367816092,True
GCA_001292635.1,TRI11,TRI11|Fusarium_sporotrichioides,JXCE01000103.1,+,1,20360,22081,1,1722,1722,1.0,98.60599999999998,3048,0.0,1722,100.0,True
GCA_001292635.1,TRI11,TRI11|Fusarium_pseudograminearum,JXCE01000103.1,+,1,20461,22081,3,1479,1105,0.7471264367816092,87.07075497287522,1250,0.0,1106,74.71264367816092,True
GCA_001292635.1,TRI11,TRI11|Fusarium_poae,JXCE01000103.1,+,1,20458,21863,3,1479,1271,0.8593644354293442,88.82754523996853,1562,0.0,1271,85.93644354293441,True
GCA_001292635.1,TRI12,TRI12|Fusarium_graminearum,JXCE01000103.1,+,1,17871,18467,1,1872,594,0.3173076923076923,80.936,468,7.26e-131,598,31.73076923076923,False
GCA_001292635.1,TRI12,TRI12|Fusarium_sporotrichioides,JXCE01000103.1,+,1,17849,19750,1,1902,1902,1.0,98.265,3330,0.0,1902,100.0,True
GCA_001292635.1,TRI12,TRI12|Fusarium_pseudograminearum,JXCE01000103.1,+,1,17860,18466,1,1797,604,0.3361157484696717,81.908,508,4.11e-143,608,33.611574846967166,False
GCA_001292635.1,TRI13,TRI13|Fusarium_poae,JXCE01000103.1,+,1,15244,17069,2,1764,1754,0.9943310657596371,85.22895415959252,1805,0.0,1767,99.43310657596372,True
GCA_001292635.1,TRI7,TRI7|Fusarium_poae,JXCE01000103.1,-,1,36763,37612,1,1398,849,0.6072961373390557,84.841,854,0.0,851,60.72961373390557,False
GCA_001292635.1,TRI3,TRI3|Fusarium_pseudograminearum_CS3096,JXCE01000103.1,-,1,34107,35429,2,1554,1258,0.8095238095238095,83.6877730496454,1185,0.0,1269,80.95238095238095,True
GCA_001292635.1,TRI3,TRI3|Fusarium_poae,JXCE01000103.1,-,1,34641,35421,1,1560,781,0.5006410256410256,84.694,778,0.0,784,50.06410256410256,False
GCA_001292635.1,TRI4,TRI4|F_graminearum_PH-1,JXCE01000103.1,+,1,31144,32403,2,1563,1201,0.7683941138835573,87.05429294605808,1355,0.0,1205,76.83941138835573,True
GCA_001292635.1,TRI4,TRI4|Fusarium_pseudograminearum,JXCE01000103.1,+,1,31144,32410,2,1563,1209,0.7735124760076776,85.84387160493827,1285,0.0,1215,77.35124760076776,True
GCA_001292635.1,TRI4,TRI4|Fusarium_poae,JXCE01000103.1,+,1,31445,32629,2,1563,1124,0.7191298784388995,88.35541599999999,1352,0.0,1125,71.91298784388995,True
GCA_001292635.1,TRI10,TRI10|Fusarium_pseudograminearum_CS3096,JXCE01000103.1,-,1,23938,24816,1,1263,879,0.6959619952494062,86.364,959,0.0,880,69.59619952494062,False
GCA_001292635.1,TRI10,TRI10|Fusarium_poae,JXCE01000103.1,-,1,23933,25272,2,1263,1263,1.0,88.2215604743083,1512,0.0,1265,100.0,True
GCA_001292635.1,TRI9,TRI9|XM_044858471.1:1-132,JXCE01000103.1,+,1,23171,23302,1,132,132,1.0,89.394,167,1.75e-41,132,100.0,True
GCA_001292635.1,TRI14,TRI14|F_graminearum_PH-1,JXCE01000103.1,-,1,13420,14347,1,1116,928,0.8315412186379928,85.345,961,0.0,928,83.15412186379928,True
GCA_001292635.1,TRI14,TRI14|F_poae,JXCE01000103.1,-,1,13420,14344,1,928,925,0.9967672413793104,88.865,1138,0.0,925,99.67672413793103,True
GCA_001292635.1,TRI16,TRI16|TRI16_Fsporotrichioides_,JXCE01000207.1,-,1,14830,16311,1,1482,1482,1.0,97.90799999999999,2566,0.0,1482,100.0,True
GCA_001292635.1,TRI17,TRI17|F_graminearum_PH-1,JXCE01000009.1,-,1,51293,52054,1,756,756,1.0,91.406,1037,0.0,768,100.0,True
GCA_001292635.1,TRI20,TRI20|F_graminearum_PH-1,JXCE01000009.1,+,1,62659,63356,1,749,698,0.931909212283044,89.398,880,0.0,698,93.1909212283044,True
GCA_001292635.1,TRI21,TRI21|F_graminearum_PH-1,JXCE01000009.1,-,1,65997,66790,1,827,794,0.9600967351874244,93.325,1173,0.0,794,96.00967351874245,True
GCA_001292635.1,TRI22,TRI22|Fusarium_graminearum_PH-1,JXCE01000313.1,-,1,14750,16557,3,1681,1679,0.998810232004759,92.30328833629366,2384,0.0,1689,99.88102320047591,True
GCA_001292635.1,TRI101,TRI101|Fusarium_graminearum_PH-1,JXCE01000313.1,+,1,20806,23318,2,2469,2469,1.0,91.72368631408962,3423,0.0,2477,100.0,True
GCA_001292635.1,TRI201,TRI201|Fusarium_graminearum_PH-1,JXCE01000313.1,+,1,18089,19461,3,1267,1267,1.0,92.38013275726631,1810,0.0,1273,100.0,True
GCA_014898995.1,TRI1,TRI1|F_sporotrichioides,JAAVUF010001900.1,-,1,2334,4192,4,1629,1561,0.958256599140577,98.14951627313339,2736,0.0,1567,95.82565991405771,True
GCA_014898995.1,TRI5,TRI5|Fusarium_graminearum,JAAVUF010001174.1,-,1,29560,30742,2,1128,1126,0.99822695035461,86.99085309734514,1263,0.0,1130,99.822695035461,True
GCA_014898995.1,TRI5,TRI5|Fusarium_graminearum,JAAVUF010000139.1,+,1,53,706,1,1128,657,0.5824468085106383,84.894,656,0.0,662,58.24468085106383,False
GCA_014898995.1,TRI5,TRI5|Fusarium_graminearum,JAAVUF010002526.1,-,1,7,475,1,1128,469,0.4157801418439716,90.832,628,2.0300000000000003e-179,469,41.57801418439716,False
GCA_014898995.1,TRI5,TRI5|Fusarium_graminearum,JAAVUF010002527.1,-,1,12,480,1,1128,469,0.4157801418439716,90.192,612,2.05e-174,469,41.57801418439716,False
GCA_014898995.1,TRI5,TRI5|Fsporotrichioides_NRRL3299,JAAVUF010001174.1,-,1,29558,30742,1,1185,1185,1.0,97.806,2045,0.0,1185,100.0,True
GCA_014898995.1,TRI5,TRI5|Fsporotrichioides_NRRL3299,JAAVUF010000139.1,+,1,1,708,1,1185,709,0.5983122362869199,90.577,937,0.0,711,59.83122362869199,False
GCA_014898995.1,TRI5,TRI5|Fsporotrichioides_NRRL3299,JAAVUF010002526.1,-,1,1,475,1,1185,475,0.4008438818565401,90.737,634,0.0,475,40.08438818565401,False
GCA_014898995.1,TRI5,TRI5|Fsporotrichioides_NRRL3299,JAAVUF010002527.1,-,1,1,480,1,1185,480,0.4050632911392405,90.208,627,7.69e-179,480,40.50632911392405,False
GCA_014898995.1,TRI5,TRI5|Fusarium_pseudograminearum_CS3096,JAAVUF010001174.1,-,1,29558,30213,1,1128,659,0.5842198581560284,86.082,704,0.0,661,58.42198581560284,False
GCA_014898995.1,TRI5,TRI5|Fusarium_pseudograminearum_CS3096,JAAVUF010000139.1,+,1,53,708,1,1128,659,0.5842198581560284,85.952,699,0.0,662,58.42198581560284,False
GCA_014898995.1,TRI5,TRI5|Fusarium_pseudograminearum_CS3096,JAAVUF010002526.1,-,1,7,475,1,1128,469,0.4157801418439716,91.045,634,0.0,469,41.57801418439716,False
GCA_014898995.1,TRI5,TRI5|Fusarium_pseudograminearum_CS3096,JAAVUF010002527.1,-,1,12,480,1,1128,469,0.4157801418439716,89.552,595,2.0600000000000002e-169,469,41.57801418439716,False
GCA_014898995.1,TRI5,TRI5|Fusarium_poae,JAAVUF010001174.1,-,1,29558,30742,2,1134,1134,1.0,90.38812345679013,1482,0.0,1134,100.0,True
GCA_014898995.1,TRI5,TRI5|Fusarium_poae,JAAVUF010000139.1,+,1,53,708,1,1134,665,0.5864197530864198,90.226,859,0.0,665,58.64197530864198,False
GCA_014898995.1,TRI5,TRI5|Fusarium_poae,JAAVUF010002526.1,-,1,7,475,1,1134,469,0.41358024691358025,91.045,634,0.0,469,41.358024691358025,False
GCA_014898995.1,TRI5,TRI5|Fusarium_poae,JAAVUF010002527.1,-,1,12,480,1,1134,469,0.41358024691358025,89.979,606,9.58e-173,469,41.358024691358025,False
GCA_014898995.1,TRI6,TRI6|Fusarium_graminearum,JAAVUF010002821.1,+,1,325,978,1,657,657,1.0,86.606,723,0.0,657,100.0,True
GCA_014898995.1,TRI6,TRI6|Fusarium_graminearum,JAAVUF010001174.1,-,1,33035,33688,1,657,657,1.0,85.388,678,0.0,657,100.0,True
GCA_014898995.1,TRI6,TRI6|Fusarium_sporotrichioides,JAAVUF010002821.1,+,1,325,978,1,657,657,1.0,92.39,933,0.0,657,100.0,True
GCA_014898995.1,TRI6,TRI6|Fusarium_sporotrichioides,JAAVUF010001174.1,-,1,33035,33688,1,657,657,1.0,91.933,917,0.0,657,100.0,True
GCA_014898995.1,TRI6,TRI6|Fusarium_pseudograminearum_CS3096,JAAVUF010002821.1,+,1,325,978,1,657,657,1.0,86.454,717,0.0,657,100.0,True
GCA_014898995.1,TRI6,TRI6|Fusarium_pseudograminearum_CS3096,JAAVUF010001174.1,-,1,33035,33688,1,657,657,1.0,85.388,678,0.0,657,100.0,True
GCA_014898995.1,TRI6,TRI6|Fusarium_poae,JAAVUF010002821.1,+,1,325,978,2,693,664,0.9581529581529582,89.02288721804511,819,0.0,665,95.81529581529583,True
GCA_014898995.1,TRI6,TRI6|Fusarium_poae,JAAVUF010001174.1,-,1,33035,33688,2,693,664,0.9581529581529582,87.19913253012048,753,1.25e-169,664,95.81529581529583,True
GCA_014898995.1,TRI8,TRI8|Fusarium_graminearum_PH-1,JAAVUF010001189.1,+,1,2517,3845,1,1338,1323,0.9887892376681614,81.362,1070,0.0,1336,98.87892376681614,True
GCA_014898995.1,TRI8,TRI8|Fusarium_sporotrichioides,JAAVUF010001189.1,+,1,2517,3860,1,1344,1344,1.0,98.958,2405,0.0,1344,100.0,True
GCA_014898995.1,TRI8,TRI8|Fusarium_pseudograminearum_CS3096,JAAVUF010001189.1,+,1,2517,3745,1,1299,1225,0.9430331023864511,81.037,970,0.0,1234,94.30331023864511,True
GCA_014898995.1,TRI8,TRI8|Fusarium_poae,JAAVUF010001189.1,+,1,2517,3860,1,1341,1341,1.0,84.547,1327,0.0,1346,100.0,True
GCA_014898995.1,TRI11,TRI11|Fusarium_graminearum_PH-1,JAAVUF010001174.1,+,1,24132,25752,3,1479,1105,0.7471264367816092,86.33500452488687,1207,0.0,1105,74.71264367816092,True
GCA_014898995.1,TRI11,TRI11|Fusarium_sporotrichioides,JAAVUF010001174.1,+,1,24031,25752,1,1722,1722,1.0,98.60599999999998,3048,0.0,1722,100.0,True
GCA_014898995.1,TRI11,TRI11|Fusarium_pseudograminearum,JAAVUF010001174.1,+,1,24132,25752,4,1479,1420,0.9601081812035159,87.1218233638283,1611,0.0,1421,96.01081812035159,True
GCA_014898995.1,TRI11,TRI11|Fusarium_poae,JAAVUF010001174.1,+,1,24129,25534,3,1479,1271,0.8593644354293442,89.45705114083398,1607,0.0,1271,85.93644354293441,True
GCA_014898995.1,TRI12,TRI12|Fusarium_graminearum,JAAVUF010001174.1,+,1,22921,23452,1,1872,533,0.2847222222222222,78.957,357,1.77e-97,537,28.47222222222222,False
GCA_014898995.1,TRI12,TRI12|Fusarium_sporotrichioides,JAAVUF010001174.1,+,1,21486,23387,1,1902,1902,1.0,99.054,3413,0.0,1902,100.0,True
GCA_014898995.1,TRI13,TRI13|Fusarium_poae,JAAVUF010001174.1,+,1,18881,20706,2,1764,1754,0.9943310657596371,85.39881380871533,1822,0.0,1767,99.43310657596372,True
GCA_014898995.1,TRI7,TRI7|Fusarium_poae,JAAVUF010001189.1,-,1,1014,1865,1,1398,851,0.6087267525035766,84.291,830,0.0,853,60.87267525035765,False
GCA_014898995.1,TRI3,TRI3|Fusarium_pseudograminearum_CS3096,JAAVUF010002883.1,-,1,1556,2344,1,1554,780,0.5019305019305019,83.65,734,0.0,789,50.19305019305019,False
GCA_014898995.1,TRI3,TRI3|Fusarium_poae,JAAVUF010002883.1,-,1,570,865,2,1560,244,0.1564102564102564,88.57142857142857,297,2.0800000000000002e-36,245,15.64102564102564,False
GCA_014898995.1,TRI3,TRI3|Fusarium_poae,JAAVUF010002883.1,-,2,1556,2336,1,1560,781,0.5006410256410256,85.842,828,0.0,784,50.06410256410256,False
GCA_014898995.1,TRI4,TRI4|F_graminearum_PH-1,JAAVUF010001174.1,+,1,34814,35055,1,1563,242,0.1548304542546385,90.53499999999998,320,1.94e-86,243,15.483045425463851,False
GCA_014898995.1,TRI4,TRI4|Fusarium_pseudograminearum,JAAVUF010001174.1,+,1,34814,35058,1,1563,245,0.15674984005118361,87.398,281,9.14e-75,246,15.674984005118361,False
GCA_014898995.1,TRI4,TRI4|Fusarium_poae,JAAVUF010001174.1,+,1,35115,36556,3,1563,1311,0.8387715930902111,88.25347444698703,1570,0.0,1311,83.87715930902111,True
GCA_014898995.1,TRI10,TRI10|Fusarium_pseudograminearum_CS3096,JAAVUF010001174.1,-,1,27606,28484,1,1263,879,0.6959619952494062,86.023,942,0.0,880,69.59619952494062,False
GCA_014898995.1,TRI10,TRI10|Fusarium_poae,JAAVUF010001174.1,-,1,27601,28940,2,1263,1263,1.0,88.2215604743083,1512,0.0,1265,100.0,True
GCA_014898995.1,TRI9,TRI9|XM_044858471.1:1-132,JAAVUF010001174.1,+,1,26837,26968,1,132,132,1.0,89.394,167,1.89e-41,132,100.0,True
GCA_014898995.1,TRI14,TRI14|F_graminearum_PH-1,JAAVUF010001174.1,-,1,16940,17867,1,1116,928,0.8315412186379928,85.129,950,0.0,928,83.15412186379928,True
GCA_014898995.1,TRI14,TRI14|F_poae,JAAVUF010001174.1,-,1,16940,17864,1,928,925,0.9967672413793104,89.297,1160,0.0,925,99.67672413793103,True
GCA_014898995.1,TRI16,TRI16|TRI16_Fsporotrichioides_,JAAVUF010001876.1,+,1,3236,4717,1,1482,1482,1.0,98.718,2632,0.0,1482,100.0,True
GCA_014898995.1,TRI17,TRI17|F_graminearum_PH-1,JAAVUF010000721.1,-,1,44538,45299,1,756,756,1.0,91.016,1020,0.0,768,100.0,True
GCA_014898995.1,TRI20,TRI20|F_graminearum_PH-1,JAAVUF010000721.1,+,1,56277,56974,1,749,698,0.931909212283044,89.971,902,0.0,698,93.1909212283044,True
GCA_014898995.1,TRI21,TRI21|F_graminearum_PH-1,JAAVUF010000721.1,-,1,59651,60444,1,827,794,0.9600967351874244,92.821,1151,0.0,794,96.00967351874245,True
GCA_014898995.1,TRI22,TRI22|Fusarium_graminearum_PH-1,JAAVUF010000518.1,+,1,29674,31482,3,1681,1679,0.998810232004759,92.48975162625666,2400,0.0,1691,99.88102320047591,True
GCA_014898995.1,TRI101,TRI101|Fusarium_graminearum_PH-1,JAAVUF010000518.1,-,1,22897,25416,2,2469,2466,0.9987849331713244,91.91258026688233,3449,0.0,2473,99.87849331713244,True
GCA_014898995.1,TRI201,TRI201|Fusarium_graminearum_PH-1,JAAVUF010000518.1,-,1,26772,28140,3,1267,1267,1.0,92.22309347996857,1795,0.0,1273,100.0,True
GCA_016952305.1,TRI1,TRI1|F_pseudograminearum_CS3096,CP064755.1,+,1,277910,279663,5,1539,1538,0.9993502274204028,98.8976990920882,2756,0.0,1542,99.93502274204027,True
GCA_016952305.1,TRI5,TRI5|Fusarium_graminearum,CP064753.1,-,1,5628092,5629283,2,1128,1127,0.999113475177305,95.65250931677018,1811,0.0,1127,99.91134751773049,True
GCA_016952305.1,TRI5,TRI5|Fsporotrichioides_NRRL3299,CP064753.1,-,1,5628093,5629283,1,1185,1183,0.9983122362869198,84.983,1201,0.0,1192,99.83122362869197,True
GCA_016952305.1,TRI5,TRI5|Fusarium_pseudograminearum_CS3096,CP064753.1,-,1,5628093,5629283,2,1128,1126,0.99822695035461,99.11199111900532,2026,0.0,1126,99.822695035461,True
GCA_016952305.1,TRI5,TRI5|Fusarium_poae,CP064753.1,-,1,5628093,5629283,2,1134,1124,0.9911816578483245,87.2115621669627,1274,0.0,1126,99.11816578483244,True
GCA_016952305.1,TRI6,TRI6|Fusarium_graminearum,CP064753.1,-,1,5632136,5632792,1,657,657,1.0,95.434,1048,0.0,657,100.0,True
GCA_016952305.1,TRI6,TRI6|Fusarium_sporotrichioides,CP064753.1,-,1,5632136,5632792,1,657,657,1.0,83.182,599,8.55e-171,660,100.0,True
GCA_016952305.1,TRI6,TRI6|Fusarium_pseudograminearum_CS3096,CP064753.1,-,1,5632136,5632792,1,657,657,1.0,95.586,1053,0.0,657,100.0,True
GCA_016952305.1,TRI6,TRI6|Fusarium_poae,CP064753.1,-,1,5632136,5632792,2,693,664,0.9581529581529582,87.3686917293233,763,8.97e-176,665,95.81529581529583,True
GCA_016952305.1,TRI8,TRI8|Fusarium_graminearum_PH-1,CP064753.1,+,1,5641527,5642859,1,1338,1336,0.9985052316890882,87.36,1528,0.0,1337,99.85052316890882,True
GCA_016952305.1,TRI8,TRI8|Fusarium_sporotrichioides,CP064753.1,+,1,5641527,5642754,1,1344,1229,0.9144345238095238,83.36,1133,0.0,1232,91.44345238095238,True
GCA_016952305.1,TRI8,TRI8|Fusarium_pseudograminearum_CS3096,CP064753.1,+,1,5641527,5642790,1,1299,1261,0.970746728252502,88.486,1522,0.0,1268,97.07467282525019,True
GCA_016952305.1,TRI8,TRI8|Fusarium_poae,CP064753.1,+,1,5641527,5642784,1,1341,1264,0.9425801640566741,81.304,1011,0.0,1273,94.2580164056674,True
GCA_016952305.1,TRI11,TRI11|Fusarium_graminearum_PH-1,CP064753.1,+,1,5622440,5624070,4,1479,1428,0.9655172413793104,94.28151603905161,2196,0.0,1434,96.55172413793103,True
GCA_016952305.1,TRI11,TRI11|Fusarium_sporotrichioides,CP064753.1,+,1,5622335,5624070,1,1722,1722,1.0,85.19800000000001,1764,0.0,1743,100.0,True
GCA_016952305.1,TRI11,TRI11|Fusarium_pseudograminearum,CP064753.1,+,1,5622444,5624070,4,1479,1424,0.9628127112914131,94.40570279720279,2200,0.0,1430,96.28127112914132,True
GCA_016952305.1,TRI11,TRI11|Fusarium_poae,CP064753.1,+,1,5622444,5623848,3,1479,1266,0.8559837728194726,88.01265536277603,1498,0.0,1268,85.59837728194725,True
GCA_016952305.1,TRI12,TRI12|Fusarium_graminearum,CP064753.1,+,1,5619793,5621769,3,1872,1866,0.9967948717948718,91.33681390374332,2551,0.0,1870,99.67948717948718,True
GCA_016952305.1,TRI12,TRI12|Fusarium_sporotrichioides,CP064753.1,+,1,5619793,5621666,1,1902,1877,0.9868559411146162,80.467,1424,0.0,1884,98.68559411146161,True
GCA_016952305.1,TRI12,TRI12|Fusarium_pseudograminearum,CP064753.1,+,1,5619793,5621688,3,1797,1791,0.996661101836394,92.14041137123746,2530,0.0,1794,99.6661101836394,True
GCA_016952305.1,TRI12,TRI12|Fusarium_poae,CP064753.1,+,1,5619793,5620407,1,1800,615,0.3416666666666667,80.551,472,5.46e-132,617,34.166666666666664,False
GCA_016952305.1,TRI7,TRI7|Fusarium_poae,CP064753.1,-,1,5639461,5640883,2,1398,1375,0.9835479256080114,82.00306894049346,1161,0.0,1378,98.35479256080114,True
GCA_016952305.1,TRI3,TRI3|Fusarium_pseudograminearum_CS3096,CP064753.1,-,1,5636887,5638654,4,1554,1519,0.9774774774774775,93.12344138834315,2238,0.0,1527,97.74774774774775,True
GCA_016952305.1,TRI3,TRI3|Fusarium_poae,CP064753.1,-,1,5637875,5638642,1,1560,774,0.49615384615384617,83.892,732,0.0,776,49.61538461538461,False
GCA_016952305.1,TRI4,TRI4|F_graminearum_PH-1,CP064753.1,+,1,5633968,5635711,4,1563,1555,0.9948816378758797,96.40117223650387,2564,0.0,1556,99.48816378758796,True
GCA_016952305.1,TRI4,TRI4|Fusarium_pseudograminearum,CP064753.1,+,1,5633968,5635711,4,1563,1563,1.0,98.46655846645369,2760,0.0,1565,100.0,True
GCA_016952305.1,TRI4,TRI4|Fusarium_poae,CP064753.1,+,1,5634269,5635711,2,1563,1152,0.7370441458733206,86.20991500433652,1247,0.0,1153,73.70441458733205,True
GCA_016952305.1,TRI10,TRI10|Fusarium_pseudograminearum_CS3096,CP064753.1,-,1,5626019,5627374,2,1263,1258,0.9960411718131433,94.8457874702617,1970,0.0,1261,99.60411718131434,True
GCA_016952305.1,TRI10,TRI10|Fusarium_poae,CP064753.1,-,1,5626014,5627374,2,1263,1262,0.9992082343626286,85.1150380047506,1290,0.0,1263,99.92082343626286,True
GCA_016952305.1,TRI9,TRI9|F_graminearum_PH-1,CP064753.1,+,1,5625296,5625427,1,132,132,1.0,96.212,217,1.74e-56,132,100.0,True
GCA_016952305.1,TRI9,TRI9|XM_044858471.1:1-132,CP064753.1,+,1,5625296,5625427,1,132,132,1.0,86.364,145,8.300000000000001e-35,132,100.0,True
GCA_016952305.1,TRI14,TRI14|F_graminearum_PH-1,CP064753.1,-,1,5615272,5616444,2,1116,1115,0.9991039426523297,95.702866606983,1798,0.0,1117,99.91039426523297,True
GCA_016952305.1,TRI14,TRI14|F_poae,CP064753.1,-,1,5615273,5616197,1,928,925,0.9967672413793104,86.177,1000,0.0,926,99.67672413793103,True
GCA_016952305.1,TRI17,TRI17|F_graminearum_PH-1,CP064756.1,-,1,3660284,3661035,1,756,753,0.996031746031746,96.54700000000001,1245,0.0,753,99.60317460317461,True
GCA_016952305.1,TRI20,TRI20|F_graminearum_PH-1,CP064756.1,+,1,3671784,3672484,1,749,701,0.9359145527369827,95.863,1134,0.0,701,93.59145527369826,True
GCA_016952305.1,TRI21,TRI21|F_graminearum_PH-1,CP064756.1,-,1,3675089,3675882,1,827,794,0.9600967351874244,96.474,1312,0.0,794,96.00967351874245,True
GCA_016952305.1,TRI22,TRI22|Fusarium_graminearum_PH-1,CP064753.1,-,1,4827157,4828970,3,1681,1681,1.0,97.39055634638197,2865,0.0,1686,100.0,True
GCA_016952305.1,TRI101,TRI101|Fusarium_graminearum_PH-1,CP064753.1,+,1,4833239,4835754,2,2469,2467,0.9991899554475496,96.35472742000809,4060,0.0,2469,99.91899554475496,True
GCA_016952305.1,TRI201,TRI201|Fusarium_graminearum_PH-1,CP064753.1,+,1,4830500,4831873,3,1267,1267,1.0,95.83304638364781,2053,0.0,1272,100.0,True
GCA_016952355.1,TRI1,TRI1|F_pseudograminearum_CS3096,CP064750.1,+,1,331941,333694,5,1539,1539,1.0,97.53707841866493,2642,0.0,1543,100.0,True
GCA_016952355.1,TRI5,TRI5|Fusarium_graminearum,CP064747.1,+,1,5869489,5870666,2,1128,1126,0.99822695035461,95.11575932504441,1776,0.0,1126,99.822695035461,True
GCA_016952355.1,TRI5,TRI5|Fsporotrichioides_NRRL3299,CP064747.1,+,1,5869489,5870668,1,1185,1185,1.0,84.241,1142,0.0,1193,100.0,True
GCA_016952355.1,TRI5,TRI5|Fusarium_pseudograminearum_CS3096,CP064747.1,+,1,5869489,5870668,2,1128,1128,1.0,95.39006382978724,1797,0.0,1128,100.0,True
GCA_016952355.1,TRI5,TRI5|Fusarium_poae,CP064747.1,+,1,5869489,5870668,2,1134,1134,1.0,86.35583626760564,1231,0.0,1136,100.0,True
GCA_016952355.1,TRI6,TRI6|Fusarium_graminearum,CP064747.1,+,1,5865891,5866547,1,657,657,1.0,95.441,1048,0.0,658,100.0,True
GCA_016952355.1,TRI6,TRI6|Fusarium_sporotrichioides,CP064747.1,+,1,5865891,5866547,1,657,657,1.0,83.359,604,1.82e-172,661,100.0,True
