Genome_ID,Gene,Reference_ID,Chromosome_or_Contig,Strand,Reference_hit_group,Start,End,HSP_count,Query_length,Query_covered_bp,Combined_query_coverage,Weighted_percent_identity,Total_bitscore,Best_evalue,Total_alignment_length,Combined_query_coverage_percent,Pass_coverage_filter
GCA_019054615.1,TRI12,TRI12|Fusarium_pseudograminearum,JAHKNR010000001.1,+,1,3469964,3470570,1,1797,604,0.3361157484696717,82.19,514,8.91e-145,612,33.611574846967166,False
GCA_019054615.1,TRI7,TRI7|Fusarium_poae,JAHKNR010000001.1,-,1,3488951,3489802,1,1398,851,0.6087267525035766,84.174,824,0.0,853,60.87267525035765,False
GCA_019054615.1,TRI3,TRI3|Fusarium_poae,JAHKNR010000001.1,-,1,3485845,3486140,2,1560,244,0.1564102564102564,88.57142857142857,297,1.94e-36,245,15.64102564102564,False
GCA_019054615.1,TRI3,TRI3|Fusarium_poae,JAHKNR010000001.1,-,2,3486831,3487611,1,1560,781,0.5006410256410256,84.949,789,0.0,784,50.06410256410256,False
GCA_019054615.1,TRI10,TRI10|Fusarium_pseudograminearum_CS3096,JAHKNR010000001.1,-,1,3476074,3476952,1,1263,879,0.6959619952494062,85.34100000000001,909,0.0,880,69.59619952494062,False
GCA_019054615.1,TRI201,TRI201|Fusarium_graminearum_PH-1,JAHKNR010000001.1,-,1,4251850,4252741,2,1267,840,0.6629834254143646,94.53001545778835,1300,0.0,841,66.29834254143645,False
GCA_019054645.1,TRI5,TRI5|Fusarium_pseudograminearum_CS3096,JAHKNS010000002.1,-,1,3594425,3595080,1,1128,659,0.5842198581560284,85.93,699,0.0,661,58.42198581560284,False
GCA_019054645.1,TRI11,TRI11|Fusarium_graminearum_PH-1,JAHKNS010000002.1,+,1,3590468,3590620,1,1479,153,0.10344827586206896,84.314,150,2.3800000000000002e-35,153,10.344827586206897,False
GCA_019054645.1,TRI11,TRI11|Fusarium_pseudograminearum,JAHKNS010000002.1,+,1,3588996,3589780,1,1479,785,0.530764029749831,87.643,913,0.0,785,53.0764029749831,False
GCA_019054645.1,TRI11,TRI11|Fusarium_pseudograminearum,JAHKNS010000002.1,+,2,3590468,3590620,1,1479,153,0.10344827586206896,83.66,145,1.11e-33,153,10.344827586206897,False
GCA_019054645.1,TRI12,TRI12|Fusarium_graminearum,JAHKNS010000002.1,+,1,3587787,3588318,1,1872,533,0.2847222222222222,80.261,396,3.5200000000000004e-109,537,28.47222222222222,False
GCA_019054645.1,TRI12,TRI12|Fusarium_pseudograminearum,JAHKNS010000002.1,+,1,3586363,3586969,1,1797,604,0.3361157484696717,82.026,508,4.15e-143,612,33.611574846967166,False
GCA_019054645.1,TRI7,TRI7|Fusarium_poae,JAHKNS010000002.1,-,1,3605324,3606175,1,1398,851,0.6087267525035766,83.70500000000001,802,0.0,853,60.87267525035765,False
GCA_019054645.1,TRI3,TRI3|Fusarium_pseudograminearum_CS3096,JAHKNS010000002.1,-,1,3603189,3603977,1,1554,780,0.5019305019305019,83.523,728,0.0,789,50.19305019305019,False
GCA_019054645.1,TRI3,TRI3|Fusarium_poae,JAHKNS010000002.1,-,1,3602203,3602498,2,1560,244,0.1564102564102564,88.57142857142857,297,1.94e-36,245,15.64102564102564,False
GCA_019054645.1,TRI3,TRI3|Fusarium_poae,JAHKNS010000002.1,-,2,3603189,3603969,1,1560,781,0.5006410256410256,85.332,806,0.0,784,50.06410256410256,False
GCA_019054645.1,TRI10,TRI10|Fusarium_pseudograminearum_CS3096,JAHKNS010000002.1,-,1,3592474,3593352,1,1263,879,0.6959619952494062,85.455,915,0.0,880,69.59619952494062,False
GCA_019054645.1,TRI201,TRI201|Fusarium_graminearum_PH-1,JAHKNS010000002.1,-,1,4366747,4367638,2,1267,840,0.6629834254143646,94.29264684898929,1288,0.0,841,66.29834254143645,False
GCA_019343145.1,TRI11,TRI11|Fusarium_poae,CP079829.1,+,1,3592706,3594109,2,1479,952,0.6436781609195402,86.86970273109243,1067,0.0,952,64.36781609195403,False
GCA_019343145.1,TRI10,TRI10|Fusarium_poae,CP079829.1,-,1,3597260,3597636,1,1263,378,0.2992874109263658,88.09499999999998,448,6.07e-125,378,29.928741092636578,False
GCA_020991245.1,TRI11,TRI11|Fusarium_poae,CP087872.1,-,1,5411180,5412584,2,1479,952,0.6436781609195402,86.97477941176471,1073,0.0,952,64.36781609195403,False
GCA_020991245.1,TRI3,TRI3|Fusarium_poae,CP087872.1,+,1,5396686,5397456,1,1560,777,0.4980769230769231,83.548,721,0.0,778,49.80769230769231,False
GCA_025258505.1,TRI12,TRI12|Fusarium_poae,CP088258.1,-,1,5480977,5481594,1,1800,615,0.3416666666666667,80.645,473,1.5300000000000002e-132,620,34.166666666666664,False
GCA_025258505.1,TRI3,TRI3|Fusarium_poae,CP088258.1,+,1,5462703,5463473,1,1560,777,0.4980769230769231,82.776,688,0.0,778,49.80769230769231,False
GCA_031360185.1,TRI22,TRI22|Fusarium_graminearum_PH-1,CP079913.1,-,1,1825176,1826335,1,1681,1160,0.6900654372397382,87.672,1351,0.0,1160,69.00654372397382,False
GCA_031360185.1,TRI101,TRI101|Fusarium_graminearum_PH-1,CP079913.1,+,1,1831214,1832477,1,2469,1273,0.51559335763467,84.351,1234,0.0,1278,51.559335763467,False
GCA_031360185.1,TRI201,TRI201|Fusarium_graminearum_PH-1,CP079913.1,+,1,1828279,1829166,2,1267,837,0.6606156274664562,86.41198331346843,917,1.5199999999999998e-176,839,66.06156274664562,False
GCA_032355295.1,TRI12,TRI12|Fusarium_poae,CP126885.1,-,1,5524813,5525430,1,1800,615,0.3416666666666667,80.484,468,6.91e-131,620,34.166666666666664,False
GCA_032355295.1,TRI3,TRI3|Fusarium_poae,CP126885.1,+,1,5506561,5507331,1,1560,777,0.4980769230769231,82.821,688,0.0,780,49.80769230769231,False
GCA_032355295.1,TRI10,TRI10|Fusarium_poae,CP126885.1,+,1,5517836,5518213,1,1263,378,0.2992874109263658,88.36,455,3.75e-127,378,29.928741092636578,False
GCA_037074405.1,TRI11,TRI11|Fusarium_poae,CM073625.1,-,1,5478289,5479693,2,1479,952,0.6436781609195402,86.97477941176471,1073,0.0,952,64.36781609195403,False
GCA_037074405.1,TRI3,TRI3|Fusarium_poae,CM073625.1,+,1,5463796,5464566,1,1560,777,0.4980769230769231,83.548,721,0.0,778,49.80769230769231,False
GCA_037255895.1,TRI11,TRI11|Fusarium_poae,CP147673.1,-,1,5457838,5459242,2,1479,952,0.6436781609195402,86.97442436974791,1072,0.0,952,64.36781609195403,False
GCA_037255895.1,TRI3,TRI3|Fusarium_poae,CP147673.1,+,1,5443366,5444136,1,1560,777,0.4980769230769231,83.162,704,0.0,778,49.80769230769231,False
GCA_041870755.1,TRI5,TRI5|Fusarium_graminearum,CP167250.1,-,1,3744731,3745199,1,1128,469,0.4157801418439716,89.552,595,1.9600000000000002e-169,469,41.57801418439716,False
GCA_041870755.1,TRI5,TRI5|Fusarium_pseudograminearum_CS3096,CP167250.1,-,1,3744739,3745199,1,1128,461,0.40868794326241137,89.371,580,5.48e-165,461,40.86879432624114,False
GCA_041870755.1,TRI6,TRI6|Fusarium_sporotrichioides,CP167250.1,-,1,3748631,3748713,1,657,83,0.1263318112633181,93.976,126,1.7699999999999999e-28,83,12.633181126331811,False
GCA_041870755.1,TRI12,TRI12|Fusarium_pseudograminearum,CP167250.1,+,1,3736675,3737372,1,1797,698,0.3884251530328325,79.513,497,9.12e-140,698,38.84251530328325,False
GCA_041870755.1,TRI3,TRI3|Fusarium_pseudograminearum_CS3096,CP167250.1,-,1,3752439,3753373,2,1554,611,0.39317889317889315,85.78460294117646,647,6.12e-136,612,39.31788931788932,False
GCA_041870755.1,TRI10,TRI10|Fusarium_pseudograminearum_CS3096,CP167250.1,-,1,3742977,3743355,1,1263,379,0.3000791765637371,88.91800000000002,468,4.999999999999999e-131,379,30.00791765637371,False
GCA_046056315.1,TRI11,TRI11|Fusarium_graminearum_PH-1,CM100255.1,-,1,5873076,5874488,2,1479,952,0.6436781609195402,86.97477941176471,1073,0.0,952,64.36781609195403,False
GCA_046056315.1,TRI3,TRI3|Fusarium_pseudograminearum_CS3096,CM100255.1,+,1,5856463,5857239,1,1554,771,0.49613899613899615,81.491,632,2.4199999999999997e-180,778,49.61389961389961,False
GCA_046056315.1,TRI201,TRI201|Fusarium_graminearum_PH-1,CM100255.1,+,1,5060926,5061817,2,1267,840,0.6629834254143646,93.69776099881095,1261,0.0,841,66.29834254143645,False
GCA_047716405.1,TRI201,TRI201|Fusarium_graminearum_PH-1,JBLAUX010000001.1,+,1,1388819,1389710,2,1267,840,0.6629834254143646,88.34688585017835,1011,0.0,841,66.29834254143645,False
GCA_051903665.1,TRI12,TRI12|Fusarium_poae,CM122891.1,-,1,5519729,5520346,1,1800,615,0.3416666666666667,80.484,468,6.9e-131,620,34.166666666666664,False
GCA_051903665.1,TRI3,TRI3|Fusarium_poae,CM122891.1,+,1,5501477,5502247,1,1560,777,0.4980769230769231,82.821,688,0.0,780,49.80769230769231,False
GCA_051903665.1,TRI10,TRI10|Fusarium_poae,CM122891.1,+,1,5512752,5513129,1,1263,378,0.2992874109263658,88.36,455,3.75e-127,378,29.928741092636578,False
GCA_052857265.1,TRI1,TRI1|F_poae_DAOMC252244,JAOANM010000002.1,+,1,1678745,1679176,1,1536,426,0.27734375,82.949,383,2.1500000000000002e-105,434,27.734375,False
GCA_052857265.1,TRI5,TRI5|Fusarium_pseudograminearum_CS3096,JAOANM010000002.1,+,1,1673224,1673811,1,1128,588,0.5212765957446809,79.762,427,7.17e-119,588,52.12765957446809,False
GCA_052857265.1,TRI11,TRI11|Fusarium_graminearum_PH-1,JAOANM010000002.1,-,1,1680709,1681478,1,1479,770,0.5206220419202163,79.819,558,3.2099999999999998e-158,773,52.06220419202163,False
GCA_052857265.1,TRI7,TRI7|Fusarium_poae,JAOANM010000002.1,-,1,1693343,1694078,1,1398,733,0.5243204577968527,72.267,204,1.64e-51,750,52.43204577968527,False
GCA_052857265.1,TRI4,TRI4|F_graminearum_PH-1,JAOANM010000002.1,-,1,1666056,1666236,1,1563,178,0.11388355726167626,80.874,137,1.8900000000000001e-31,183,11.388355726167626,False
GCA_052857265.1,TRI4,TRI4|Fusarium_pseudograminearum,JAOANM010000002.1,-,1,1666070,1666236,1,1563,167,0.10684580934101087,81.657,137,1.8900000000000001e-31,169,10.684580934101087,False
GCA_052857265.1,TRI17,TRI17|F_graminearum_PH-1,JAOANM010000017.1,-,1,452975,453419,1,756,445,0.5886243386243386,85.045,451,2.82e-126,448,58.86243386243386,False
GCA_052857265.1,TRI201,TRI201|Fusarium_graminearum_PH-1,JAOANM010000002.1,+,1,471461,471997,1,1267,540,0.4262036306235201,87.638,623,9.59e-178,542,42.62036306235201,False
GCA_053843395.1,TRI22,TRI22|Fusarium_graminearum_PH-1,CM132618.1,-,1,1843054,1844213,1,1681,1160,0.6900654372397382,87.672,1351,0.0,1160,69.00654372397382,False
GCA_053843395.1,TRI101,TRI101|Fusarium_graminearum_PH-1,CM132618.1,+,1,1849092,1850355,1,2469,1273,0.51559335763467,84.471,1245,0.0,1275,51.559335763467,False
GCA_053843395.1,TRI201,TRI201|Fusarium_graminearum_PH-1,CM132618.1,+,1,1846157,1847044,2,1267,837,0.6606156274664562,86.41198331346843,917,1.48e-176,839,66.06156274664562,False
GCA_054553065.1,TRI3,TRI3|Fusarium_poae,CM137278.1,-,1,3538768,3539547,1,1560,786,0.5038461538461538,83.122,710,0.0,788,50.38461538461539,False
GCA_054553065.1,TRI10,TRI10|Fusarium_poae,CM137278.1,-,1,3528084,3528461,1,1263,378,0.2992874109263658,89.418,477,7.929999999999999e-134,378,29.928741092636578,False
GCA_058139895.1,TRI22,TRI22|Fusarium_graminearum_PH-1,CM176931.1,-,1,1816375,1817534,1,1681,1160,0.6900654372397382,87.672,1351,0.0,1160,69.00654372397382,False
GCA_058139895.1,TRI101,TRI101|Fusarium_graminearum_PH-1,CM176931.1,+,1,1822413,1823676,1,2469,1273,0.51559335763467,84.351,1234,0.0,1278,51.559335763467,False
GCA_058139895.1,TRI201,TRI201|Fusarium_graminearum_PH-1,CM176931.1,+,1,1819478,1820365,2,1267,837,0.6606156274664562,86.41198331346843,917,1.4699999999999999e-176,839,66.06156274664562,False
GCA_900007375.1,TRI1,TRI1|F_pseudograminearum_CS3096,LN649229.1,+,1,239952,240279,1,1539,321,0.20857699805068225,80.665,244,1.13e-63,331,20.857699805068226,False
GCA_900007375.1,TRI12,TRI12|Fusarium_pseudograminearum,LN649230.1,-,1,5626086,5626796,1,1797,711,0.39565943238731216,79.887,521,5.439999999999999e-147,711,39.565943238731215,False
GCA_900007375.1,TRI4,TRI4|F_graminearum_PH-1,LN649230.1,-,1,5612263,5613221,1,1563,959,0.6135636596289188,84.735,957,0.0,963,61.35636596289188,False
GCA_900044135.1,TRI11,TRI11|Fusarium_poae,HG970333.1,-,1,5411180,5412584,2,1479,952,0.6436781609195402,86.97477941176471,1073,0.0,952,64.36781609195403,False
GCA_900044135.1,TRI3,TRI3|Fusarium_poae,HG970333.1,+,1,5396686,5397456,1,1560,777,0.4980769230769231,83.548,721,0.0,778,49.80769230769231,False
GCA_900074845.1,TRI13,TRI13|Fusarium_poae,LT598660.1,-,1,5611358,5611651,1,1764,296,0.16780045351473924,81.081,235,8.44e-61,296,16.780045351473923,False
GCA_900074845.1,TRI22,TRI22|Fusarium_graminearum_PH-1,FJUU01000002.1,-,1,489423,490466,2,1681,969,0.5764425936942297,97.83970987654321,1675,0.0,972,57.64425936942297,False
GCA_900074845.1,TRI22,TRI22|Fusarium_graminearum_PH-1,LT598660.1,-,1,4801846,4802606,2,1681,704,0.4187983343248067,98.58117446808511,1247,0.0,705,41.879833432480666,False
GCA_900074845.1,TRI101,TRI101|Fusarium_graminearum_PH-1,LT598660.1,+,1,4806859,4808445,2,2469,1536,0.6221142162818954,96.42593827160493,2537,0.0,1539,62.21142162818955,False
GCA_900074845.1,TRI101,TRI101|Fusarium_graminearum_PH-1,FJUU01000001.1,-,1,2573773,2574698,1,2469,926,0.37505062778452813,97.624,1589,0.0,926,37.50506277845281,False
GCF_000240135.3,TRI11,TRI11|Fusarium_poae,NC_026475.1,+,1,6642524,6643928,2,1479,952,0.6436781609195402,86.97477941176471,1073,0.0,952,64.36781609195403,False
GCF_000240135.3,TRI3,TRI3|Fusarium_poae,NC_026475.1,-,1,6657652,6658419,1,1560,774,0.49615384615384617,83.613,721,0.0,775,49.61538461538461,False
GCF_000303195.2,TRI3,TRI3|Fusarium_poae,NC_031952.1,+,1,5416574,5417344,1,1560,777,0.4980769230769231,81.491,632,1.99e-180,778,49.80769230769231,False
GCF_019609905.1,TRI6,TRI6|Fusarium_sporotrichioides,NC_058400.1,+,1,5873557,5873656,1,657,103,0.1567732115677321,90.291,132,4.35e-30,103,15.67732115677321,False
GCF_019609905.1,TRI11,TRI11|Fusarium_graminearum_PH-1,NC_058400.1,-,1,5884629,5886041,2,1479,952,0.6436781609195402,86.97477941176471,1073,0.0,952,64.36781609195403,False
GCF_019609905.1,TRI3,TRI3|Fusarium_pseudograminearum_CS3096,NC_058400.1,+,1,5867993,5868769,1,1554,771,0.49613899613899615,81.491,632,2.36e-180,778,49.61389961389961,False
GCF_019609905.1,TRI201,TRI201|Fusarium_graminearum_PH-1,NC_058400.1,+,1,5065334,5066225,2,1267,840,0.6629834254143646,93.69776099881095,1261,0.0,841,66.29834254143645,False
GCF_020744385.1,TRI1,TRI1|F_poae_DAOMC252244,NW_025763509.1,-,1,2065925,2066363,1,1536,432,0.28125,84.51,427,1.08e-118,439,28.125,False
GCF_020744385.1,TRI4,TRI4|Fusarium_pseudograminearum,NW_025763509.1,+,1,2079142,2079308,1,1563,167,0.10684580934101087,81.065,132,9.689999999999999e-30,169,10.684580934101087,False
GCF_020744385.1,TRI17,TRI17|F_graminearum_PH-1,NW_025763504.1,-,1,457790,458194,1,756,407,0.5383597883597884,85.086,412,1.47e-114,409,53.835978835978835,False
GCF_020744385.1,TRI201,TRI201|Fusarium_graminearum_PH-1,NW_025763509.1,+,1,618016,618905,2,1267,840,0.6629834254143646,87.78181138790035,980,1.76e-180,843,66.29834254143645,False
GCF_050947815.1,TRI5,TRI5|Fusarium_graminearum,NC_139293.1,-,1,3770110,3770578,1,1128,469,0.4157801418439716,89.552,595,1.97e-169,469,41.57801418439716,False
GCF_050947815.1,TRI5,TRI5|Fusarium_pseudograminearum_CS3096,NC_139293.1,-,1,3770118,3770578,1,1128,461,0.40868794326241137,89.371,580,5.51e-165,461,40.86879432624114,False
GCF_050947815.1,TRI6,TRI6|Fusarium_sporotrichioides,NC_139293.1,-,1,3774052,3774134,1,657,83,0.1263318112633181,95.181,132,3.8199999999999995e-30,83,12.633181126331811,False
GCF_050947815.1,TRI12,TRI12|Fusarium_pseudograminearum,NC_139293.1,+,1,3762036,3762733,1,1797,698,0.3884251530328325,79.513,497,9.169999999999999e-140,698,38.84251530328325,False
GCF_050947815.1,TRI3,TRI3|Fusarium_pseudograminearum_CS3096,NC_139293.1,-,1,3777860,3778794,2,1554,611,0.39317889317889315,85.62102287581699,642,2.8599999999999997e-134,612,39.31788931788932,False
GCF_050947815.1,TRI10,TRI10|Fusarium_pseudograminearum_CS3096,NC_139293.1,-,1,3768338,3768716,1,1263,379,0.3000791765637371,88.91800000000002,468,5.02e-131,379,30.00791765637371,False
