Genome_ID,Species,Chemotype,Toxin_System,Chromosome_or_Contig,Locus_ID,Local_Locus_Number,Gene,Start,End,Strand,Gap_to_previous,Gap_to_next,Multiple_hits_for_gene,Multiple_contigs_for_gene,Representative_HSP_count,Query_length,Query_covered_bp,Combined_query_coverage_percent,Weighted_percent_identity,Total_bitscore,Best_evalue
GCA_016952305.1,Fusarium pseudograminearum,Not reported ,TRI,CP064753.1,GCA_016952305.1|CP064753.1|L2,2,TRI14,5615272,5616444,-,,3348.0,False,False,2,1116,1115,99.91039426523297,95.702866606983,1798,0.0
GCA_016952305.1,Fusarium pseudograminearum,Not reported ,TRI,CP064753.1,GCA_016952305.1|CP064753.1|L2,2,TRI12,5619793,5621769,+,3348.0,565.0,False,False,3,1872,1866,99.67948717948718,91.33681390374332,2551,0.0
GCA_016952305.1,Fusarium pseudograminearum,Not reported ,TRI,CP064753.1,GCA_016952305.1|CP064753.1|L2,2,TRI11,5622335,5624070,+,565.0,1225.0,False,False,1,1722,1722,100.0,85.19800000000001,1764,0.0
GCA_016952305.1,Fusarium pseudograminearum,Not reported ,TRI,CP064753.1,GCA_016952305.1|CP064753.1|L2,2,TRI9,5625296,5625427,+,1225.0,586.0,False,False,1,132,132,100.0,96.212,217,1.74e-56
GCA_016952305.1,Fusarium pseudograminearum,Not reported ,TRI,CP064753.1,GCA_016952305.1|CP064753.1|L2,2,TRI10,5626014,5627374,-,586.0,717.0,False,False,2,1263,1262,99.92082343626286,85.1150380047506,1290,0.0
GCA_016952305.1,Fusarium pseudograminearum,Not reported ,TRI,CP064753.1,GCA_016952305.1|CP064753.1|L2,2,TRI5,5628092,5629283,-,717.0,2852.0,False,False,2,1128,1127,99.91134751773048,95.65250931677018,1811,0.0
GCA_016952305.1,Fusarium pseudograminearum,Not reported ,TRI,CP064753.1,GCA_016952305.1|CP064753.1|L2,2,TRI6,5632136,5632792,-,2852.0,1175.0,False,False,1,657,657,100.0,95.586,1053,0.0
GCA_016952305.1,Fusarium pseudograminearum,Not reported ,TRI,CP064753.1,GCA_016952305.1|CP064753.1|L2,2,TRI4,5633968,5635711,+,1175.0,1175.0,False,False,4,1563,1563,100.0,98.46655846645368,2760,0.0
GCA_016952305.1,Fusarium pseudograminearum,Not reported ,TRI,CP064753.1,GCA_016952305.1|CP064753.1|L2,2,TRI3,5636887,5638654,-,1175.0,806.0,False,False,4,1554,1519,97.74774774774777,93.12344138834317,2238,0.0
GCA_016952305.1,Fusarium pseudograminearum,Not reported ,TRI,CP064753.1,GCA_016952305.1|CP064753.1|L2,2,TRI7,5639461,5640883,-,806.0,643.0,False,False,2,1398,1375,98.35479256080114,82.00306894049346,1161,0.0
GCA_016952305.1,Fusarium pseudograminearum,Not reported ,TRI,CP064753.1,GCA_016952305.1|CP064753.1|L2,2,TRI8,5641527,5642859,+,643.0,,False,False,1,1338,1336,99.85052316890882,87.36,1528,0.0
GCA_016952305.1,Fusarium pseudograminearum,Not reported ,TRI,CP064755.1,GCA_016952305.1|CP064755.1|L1,1,TRI1,277910,279663,+,,,False,False,5,1539,1538,99.93502274204027,98.8976990920882,2756,0.0
GCA_016952305.1,Fusarium pseudograminearum,Not reported ,TRI,CP064756.1,GCA_016952305.1|CP064756.1|L1,1,TRI17,3660284,3661035,-,,10748.0,False,False,1,756,753,99.6031746031746,96.547,1245,0.0
GCA_016952305.1,Fusarium pseudograminearum,Not reported ,TRI,CP064756.1,GCA_016952305.1|CP064756.1|L1,1,TRI20,3671784,3672484,+,10748.0,2604.0,False,False,1,749,701,93.59145527369826,95.863,1134,0.0
GCA_016952305.1,Fusarium pseudograminearum,Not reported ,TRI,CP064756.1,GCA_016952305.1|CP064756.1|L1,1,TRI21,3675089,3675882,-,2604.0,,False,False,1,827,794,96.00967351874245,96.474,1312,0.0
GCA_016952355.1,Fusarium culmorum,Not reported,TRI,CP064747.1,GCA_016952355.1|CP064747.1|L1,1,TRI22,5079728,5081540,-,,1529.0,False,False,3,1681,1681,100.0,98.15993234421366,2936,0.0
GCA_016952355.1,Fusarium culmorum,Not reported,TRI,CP064747.1,GCA_016952355.1|CP064747.1|L1,1,TRI201,5083070,5084426,+,1529.0,1357.0,False,False,3,1267,1267,100.0,94.65387342767296,1955,0.0
GCA_016952355.1,Fusarium culmorum,Not reported,TRI,CP064747.1,GCA_016952355.1|CP064747.1|L1,1,TRI101,5085784,5088301,+,1357.0,,False,False,2,2469,2467,99.91899554475496,96.88253846153846,4134,0.0
GCA_016952355.1,Fusarium culmorum,Not reported,TRI,CP064747.1,GCA_016952355.1|CP064747.1|L2,2,TRI8,5856025,5857359,-,,655.0,False,False,1,1338,1338,100.0,88.424,1609,0.0
GCA_016952355.1,Fusarium culmorum,Not reported,TRI,CP064747.1,GCA_016952355.1|CP064747.1|L2,2,TRI7,5858015,5859437,+,655.0,799.0,False,False,2,1398,1378,98.56938483547926,81.2004273318872,1100,0.0
GCA_016952355.1,Fusarium culmorum,Not reported,TRI,CP064747.1,GCA_016952355.1|CP064747.1|L2,2,TRI3,5860237,5861999,+,799.0,981.0,False,False,4,1554,1519,97.74774774774777,92.05709635416667,2162,0.0
GCA_016952355.1,Fusarium culmorum,Not reported,TRI,CP064747.1,GCA_016952355.1|CP064747.1|L2,2,TRI4,5862981,5864722,-,981.0,1168.0,False,False,4,1563,1563,100.0,97.63602236421724,2688,0.0
GCA_016952355.1,Fusarium culmorum,Not reported,TRI,CP064747.1,GCA_016952355.1|CP064747.1|L2,2,TRI6,5865891,5866547,+,1168.0,2941.0,False,False,1,657,657,100.0,95.593,1053,0.0
GCA_016952355.1,Fusarium culmorum,Not reported,TRI,CP064747.1,GCA_016952355.1|CP064747.1|L2,2,TRI5,5869489,5870668,+,2941.0,661.0,False,False,2,1128,1128,100.0,95.39006382978724,1797,0.0
GCA_016952355.1,Fusarium culmorum,Not reported,TRI,CP064747.1,GCA_016952355.1|CP064747.1|L2,2,TRI10,5871330,5872679,+,661.0,598.0,False,False,2,1263,1252,99.12905779889152,94.48898322683704,1931,0.0
GCA_016952355.1,Fusarium culmorum,Not reported,TRI,CP064747.1,GCA_016952355.1|CP064747.1|L2,2,TRI9,5873278,5873409,-,598.0,1236.0,False,False,1,132,132,100.0,98.485,233,1.71e-61
GCA_016952355.1,Fusarium culmorum,Not reported,TRI,CP064747.1,GCA_016952355.1|CP064747.1|L2,2,TRI11,5874646,5876381,-,1236.0,568.0,False,False,1,1722,1722,100.0,85.264,1770,0.0
GCA_016952355.1,Fusarium culmorum,Not reported,TRI,CP064747.1,GCA_016952355.1|CP064747.1|L2,2,TRI12,5876950,5878926,-,568.0,3361.0,False,False,3,1797,1797,100.0,92.21362736373749,2546,0.0
GCA_016952355.1,Fusarium culmorum,Not reported,TRI,CP064747.1,GCA_016952355.1|CP064747.1|L2,2,TRI14,5882288,5883459,+,3361.0,,False,False,1,928,928,100.0,86.667,1027,0.0
GCA_016952355.1,Fusarium culmorum,Not reported,TRI,CP064748.1,GCA_016952355.1|CP064748.1|L1,1,TRI17,3502522,3503274,-,,12575.0,False,False,1,756,753,99.6031746031746,98.274,1319,0.0
GCA_016952355.1,Fusarium culmorum,Not reported,TRI,CP064748.1,GCA_016952355.1|CP064748.1|L1,1,TRI20,3515850,3516550,+,12575.0,2608.0,False,False,1,749,701,93.59145527369826,99.001,1256,0.0
GCA_016952355.1,Fusarium culmorum,Not reported,TRI,CP064748.1,GCA_016952355.1|CP064748.1|L1,1,TRI21,3519159,3519952,-,2608.0,,False,False,1,827,794,96.00967351874245,98.363,1395,0.0
GCA_016952355.1,Fusarium culmorum,Not reported,TRI,CP064750.1,GCA_016952355.1|CP064750.1|L1,1,TRI1,331941,333694,+,,,False,False,5,1539,1539,100.0,97.53707841866492,2642,0.0
GCA_017656985.1,Fusarium boothii,15-ADON,TRI,JAGDVF010000004.1,GCA_017656985.1|JAGDVF010000004.1|L1,1,TRI1,310147,311905,+,,,False,False,5,1539,1539,100.0,96.95405508749192,2593,0.0
GCA_017656985.1,Fusarium boothii,15-ADON,TRI,JAGDVF010000008.1,GCA_017656985.1|JAGDVF010000008.1|L1,1,TRI21,1689314,1690107,+,,2600.0,False,False,1,827,794,96.00967351874245,99.874,1461,0.0
GCA_017656985.1,Fusarium boothii,15-ADON,TRI,JAGDVF010000008.1,GCA_017656985.1|JAGDVF010000008.1|L1,1,TRI20,1692708,1693408,-,2600.0,12302.0,False,False,1,749,701,93.59145527369826,99.57200000000002,1279,0.0
GCA_017656985.1,Fusarium boothii,15-ADON,TRI,JAGDVF010000008.1,GCA_017656985.1|JAGDVF010000008.1|L1,1,TRI17,1705711,1706466,+,12302.0,,False,False,1,756,756,100.0,99.074,1358,0.0
GCA_017656985.1,Fusarium boothii,15-ADON,TRI,JAGDVF010000009.1,GCA_017656985.1|JAGDVF010000009.1|L1,1,TRI14,164296,165464,-,,3048.0,False,False,2,1116,1116,100.0,99.01616279069768,2005,0.0
GCA_017656985.1,Fusarium boothii,15-ADON,TRI,JAGDVF010000009.1,GCA_017656985.1|JAGDVF010000009.1|L1,1,TRI12,168513,170489,+,3048.0,558.0,False,False,3,1872,1872,100.0,99.2519610042735,3381,0.0
GCA_017656985.1,Fusarium boothii,15-ADON,TRI,JAGDVF010000009.1,GCA_017656985.1|JAGDVF010000009.1|L1,1,TRI11,171048,172783,+,558.0,1225.0,False,False,1,1722,1722,100.0,84.413,1687,0.0
GCA_017656985.1,Fusarium boothii,15-ADON,TRI,JAGDVF010000009.1,GCA_017656985.1|JAGDVF010000009.1|L1,1,TRI9,174009,174138,+,1225.0,601.0,False,False,1,132,130,98.48484848484848,98.462,230,2.16e-60
GCA_017656985.1,Fusarium boothii,15-ADON,TRI,JAGDVF010000009.1,GCA_017656985.1|JAGDVF010000009.1|L1,1,TRI10,174740,176092,-,601.0,658.0,False,False,2,1263,1263,100.0,94.14123594615994,1923,0.0
GCA_017656985.1,Fusarium boothii,15-ADON,TRI,JAGDVF010000009.1,GCA_017656985.1|JAGDVF010000009.1|L1,1,TRI5,176751,177941,-,658.0,2861.0,False,False,2,1128,1128,100.0,95.65610460992907,1813,0.0
GCA_017656985.1,Fusarium boothii,15-ADON,TRI,JAGDVF010000009.1,GCA_017656985.1|JAGDVF010000009.1|L1,1,TRI6,180803,181459,-,2861.0,1158.0,False,False,1,657,657,100.0,96.804,1098,0.0
GCA_017656985.1,Fusarium boothii,15-ADON,TRI,JAGDVF010000009.1,GCA_017656985.1|JAGDVF010000009.1|L1,1,TRI4,182618,184361,+,1158.0,1121.0,False,False,4,1563,1563,100.0,97.18872268370606,2649,0.0
GCA_017656985.1,Fusarium boothii,15-ADON,TRI,JAGDVF010000009.1,GCA_017656985.1|JAGDVF010000009.1|L1,1,TRI3,185483,187075,-,1121.0,2845.0,False,False,3,1554,1393,89.63963963963964,92.03170638908828,1959,0.0
GCA_017656985.1,Fusarium boothii,15-ADON,TRI,JAGDVF010000009.1,GCA_017656985.1|JAGDVF010000009.1|L1,1,TRI8,189921,191258,+,2845.0,,False,False,1,1338,1338,100.0,99.028,2399,0.0
GCA_017656985.1,Fusarium boothii,15-ADON,TRI,JAGDVF010000009.1,GCA_017656985.1|JAGDVF010000009.1|L2,2,TRI101,967027,969543,-,,1357.0,False,False,2,2469,2467,99.91899554475496,98.86582867557716,4405,0.0
GCA_017656985.1,Fusarium boothii,15-ADON,TRI,JAGDVF010000009.1,GCA_017656985.1|JAGDVF010000009.1|L2,2,TRI201,970901,972270,-,1357.0,1547.0,False,False,3,1267,1267,100.0,99.21169897557132,2290,0.0
GCA_017656985.1,Fusarium boothii,15-ADON,TRI,JAGDVF010000009.1,GCA_017656985.1|JAGDVF010000009.1|L2,2,TRI22,973818,975630,+,1547.0,,False,False,3,1681,1681,100.0,99.28767002967358,3042,0.0
GCA_018104275.1,Fusarium langsethiae,T-2/HT-2,TRI ,JAFFKB010000014.1,GCA_018104275.1|JAFFKB010000014.1|L1,1,TRI21,3658198,3658991,+,,2571.0,False,False,1,827,794,96.00967351874245,93.199,1168,0.0
GCA_018104275.1,Fusarium langsethiae,T-2/HT-2,TRI ,JAFFKB010000014.1,GCA_018104275.1|JAFFKB010000014.1|L1,1,TRI20,3661563,3662263,-,2571.0,10425.0,False,False,1,749,701,93.59145527369826,89.444,885,0.0
GCA_018104275.1,Fusarium langsethiae,T-2/HT-2,TRI ,JAFFKB010000014.1,GCA_018104275.1|JAFFKB010000014.1|L1,1,TRI17,3672689,3673450,+,10425.0,,False,False,1,756,756,100.0,91.276,1031,0.0
GCA_018104275.1,Fusarium langsethiae,T-2/HT-2,TRI ,JAFFKB010000014.1,GCA_018104275.1|JAFFKB010000014.1|L2,2,TRI8,4469928,4471271,-,,2837.0,False,False,1,1344,1344,100.0,97.917,2327,0.0
GCA_018104275.1,Fusarium langsethiae,T-2/HT-2,TRI ,JAFFKB010000014.1,GCA_018104275.1|JAFFKB010000014.1|L2,2,TRI3,4474109,4475431,+,2837.0,1474.0,False,False,2,1554,1258,80.95238095238095,83.64746933962265,1185,0.0
GCA_018104275.1,Fusarium langsethiae,T-2/HT-2,TRI ,JAFFKB010000014.1,GCA_018104275.1|JAFFKB010000014.1|L2,2,TRI4,4476906,4478391,-,1474.0,1120.0,False,False,2,1563,1209,77.35124760076776,85.84387160493827,1285,0.0
GCA_018104275.1,Fusarium langsethiae,T-2/HT-2,TRI ,JAFFKB010000014.1,GCA_018104275.1|JAFFKB010000014.1|L2,2,TRI6,4479512,4480165,+,1120.0,2297.0,False,False,1,657,657,100.0,92.694,944,0.0
GCA_018104275.1,Fusarium langsethiae,T-2/HT-2,TRI ,JAFFKB010000014.1,GCA_018104275.1|JAFFKB010000014.1|L2,2,TRI5,4482463,4483646,+,2297.0,616.0,True,True,1,1185,1185,100.0,98.228,2071,0.0
GCA_018104275.1,Fusarium langsethiae,T-2/HT-2,TRI ,JAFFKB010000014.1,GCA_018104275.1|JAFFKB010000014.1|L2,2,TRI10,4484263,4485602,+,616.0,2731.0,False,False,2,1263,1263,100.0,88.14232648221345,1506,0.0
GCA_018104275.1,Fusarium langsethiae,T-2/HT-2,TRI ,JAFFKB010000014.1,GCA_018104275.1|JAFFKB010000014.1|L2,2,TRI9,4488334,4488465,-,2731.0,2954.0,False,False,1,132,132,100.0,89.394,167,2.79e-41
GCA_018104275.1,Fusarium langsethiae,T-2/HT-2,TRI ,JAFFKB010000014.1,GCA_018104275.1|JAFFKB010000014.1|L2,2,TRI11,4491420,4493141,-,2954.0,639.0,False,False,1,1722,1722,100.0,98.664,3053,0.0
GCA_018104275.1,Fusarium langsethiae,T-2/HT-2,TRI ,JAFFKB010000014.1,GCA_018104275.1|JAFFKB010000014.1|L2,2,TRI12,4493781,4495682,-,639.0,770.0,False,False,1,1902,1902,100.0,98.212,3325,0.0
GCA_018104275.1,Fusarium langsethiae,T-2/HT-2,TRI ,JAFFKB010000014.1,GCA_018104275.1|JAFFKB010000014.1|L2,2,TRI13,4496453,4498287,-,770.0,896.0,False,False,2,1764,1763,99.94331065759636,85.13498536036036,1805,0.0
GCA_018104275.1,Fusarium langsethiae,T-2/HT-2,TRI ,JAFFKB010000014.1,GCA_018104275.1|JAFFKB010000014.1|L2,2,TRI14,4499184,4500111,+,896.0,,False,False,1,928,928,100.0,88.793,1138,0.0
GCA_018104275.1,Fusarium langsethiae,T-2/HT-2,TRI ,JAFFKB010000090.1,GCA_018104275.1|JAFFKB010000090.1|L1,1,TRI1,582528,584384,-,,,True,True,5,1629,1629,100.0,96.94554428833231,2750,0.0
GCA_018104275.1,Fusarium langsethiae,T-2/HT-2,TRI ,JAFFKB010000090.1,GCA_018104275.1|JAFFKB010000090.1|L2,2,TRI5,2237848,2239031,+,,,True,True,1,1185,1185,100.0,90.564,1567,0.0
GCA_018104275.1,Fusarium langsethiae,T-2/HT-2,TRI ,JAFFKB010000127.1,GCA_018104275.1|JAFFKB010000127.1|L1,1,TRI1,413844,415700,+,,12332.0,True,True,5,1629,1629,100.0,97.25105742211365,2778,0.0
GCA_018104275.1,Fusarium langsethiae,T-2/HT-2,TRI ,JAFFKB010000127.1,GCA_018104275.1|JAFFKB010000127.1|L1,1,TRI16,428033,429514,-,12332.0,,False,False,1,1482,1482,100.0,97.841,2560,0.0
GCA_018104275.1,Fusarium langsethiae,T-2/HT-2,TRI ,JAFFKB010000149.1,GCA_018104275.1|JAFFKB010000149.1|L1,1,TRI101,807612,810123,-,,1361.0,False,False,2,2469,2468,99.95949777237747,91.79121674080064,3427,0.0
GCA_018104275.1,Fusarium langsethiae,T-2/HT-2,TRI ,JAFFKB010000149.1,GCA_018104275.1|JAFFKB010000149.1|L1,1,TRI201,811485,812857,-,1361.0,1511.0,False,False,3,1267,1267,100.0,92.30140219952868,1804,0.0
GCA_018104275.1,Fusarium langsethiae,T-2/HT-2,TRI ,JAFFKB010000149.1,GCA_018104275.1|JAFFKB010000149.1|L1,1,TRI22,814369,816176,+,1511.0,,False,False,3,1681,1679,99.88102320047592,92.3623528715216,2389,0.0
