overall_rank,alignment_start,alignment_end,alignment_width_columns,target_length_bp,median_length_bp,min_length_bp,max_length_bp,q10_length_bp,q90_length_bp,mean_candidate_coverage,left_end_coverage,right_end_coverage,left_end_conservation,right_end_conservation,diagnostic_sites_adon,diagnostic_sites_don_niv,diagnostic_sites_t2_typeb,balanced_diagnostic_sites,total_diagnostic_sites,diagnostic_density_adon_per_kb,diagnostic_density_don_niv_per_kb,diagnostic_density_t2_typeb_per_kb,balanced_diagnostic_density_per_kb,all_contrasts_have_diagnostic_sites,within_3adon_max,within_15adon_max,between_3adon_15adon_min,margin_adon,within_don_max,within_niv_max,between_don_niv_min,margin_don_niv,within_t2_max,within_typeb_max,between_t2_typeb_min,margin_t2_typeb,positive_margin_count,balanced_margin,all_margins_positive,minimum_pair_comparable_bp,mean_pair_comparable_bp
18,13801,17437,3637,3500,3500.0,3435,3518,3473.6,3513.8,0.9611720122891582,1.0,1.0,0.9173913043478024,0.9086956521738466,250,31,214,31,495,71.42857142857143,8.857142857142858,61.142857142857146,8.857142857142858,True,0.061084026383710924,0.008004574042309892,0.090595340811044,0.029511314427333082,0.10411274086856485,0.2114653407429073,0.08159175493844832,-0.12987358580445896,0.18062445287423404,0.22423887587822014,0.08541238626357499,-0.13882648961464517,1,-0.13882648961464517,False,3389,3453.316205533597
19,13101,14658,1558,1500,1500.0,1487,1518,1496.4,1515.0,0.9649494893118302,0.9056521739130767,1.0,0.9162631429382964,0.9108695652174174,67,30,125,30,222,44.666666666666664,20.0,83.33333333333333,20.0,True,0.08523489932885905,0.008742434431741762,0.07104557640750671,-0.014189322921352346,0.08809683927370544,0.24814565070802427,0.09549428379287156,-0.15265136691515271,0.21447721179624665,0.25739247311827956,0.1072618254497002,-0.15013064766857936,0,-0.15265136691515271,False,1469,1488.0632411067193
20,13901,17537,3637,3500,3500.0,3435,3518,3473.6,3513.8,0.9611720122891582,1.0,1.0,0.9243478260869415,0.9486956521739194,248,29,212,29,489,70.85714285714286,8.285714285714286,60.57142857142857,8.285714285714286,True,0.05965012905075997,0.008290451686678102,0.090882945067587,0.03123281601682703,0.10382513661202186,0.20795554255630302,0.08073289436014887,-0.12722264819615414,0.17945725124015174,0.21955503512880561,0.08394481948928677,-0.13561021563951886,1,-0.13561021563951886,False,3389,3453.316205533597
21,13801,16918,3118,3000,3000.0,2935,3018,2972.2,3013.8,0.9604121928772646,1.0,1.0,0.9173913043478024,0.9352173913043407,233,25,186,25,444,77.66666666666667,8.333333333333334,62.0,8.333333333333334,True,0.061955793703951774,0.008002667555851951,0.09674168626133692,0.034785892557385144,0.10946944257891202,0.22226027397260273,0.08486468426328099,-0.13739558970932175,0.19063887939870175,0.23353909465020575,0.08806329549363605,-0.14547579915656972,1,-0.14547579915656972,False,2890,2953.4347826086955
22,14201,17843,3643,3500,3500.0,3435,3522,3468.8,3516.4,0.9596009022664114,0.9595652173913004,0.9717391304347984,0.9058742706568591,0.9083043478260697,228,25,209,25,462,65.14285714285714,7.142857142857143,59.714285714285715,7.142857142857143,True,0.05899198167239404,0.012296253931941665,0.09402942024805307,0.035037438575659025,0.10040276179516686,0.2077238150965477,0.07731958762886598,-0.1304042274676817,0.17889505992399882,0.21815519765739386,0.0848253595538597,-0.13332983810353416,1,-0.13332983810353416,False,3388,3451.300395256917
23,13901,17018,3118,3000,3000.0,2935,3018,2972.2,3013.8,0.9604121928772646,1.0,1.0,0.9243478260869415,0.9265217391304031,229,23,188,23,440,76.33333333333333,7.666666666666667,62.666666666666664,7.666666666666667,True,0.06128600133958473,0.008336112037345782,0.09674168626133692,0.03545568492175219,0.10883439704400404,0.22157534246575342,0.0845305713331106,-0.13704477113264282,0.18961393918688077,0.23216735253772292,0.08668730650154799,-0.14548004603617493,1,-0.14548004603617493,False,2890,2953.4347826086955
24,14001,17118,3118,3000,3000.0,2935,3018,2972.2,3013.8,0.9604121928772646,1.0,1.0,0.9113043478260443,0.9526086956521612,231,23,180,23,434,77.0,7.666666666666667,60.0,7.666666666666667,True,0.06028131279303416,0.008336112037345782,0.09808532079274437,0.03780400799971021,0.10984212294255963,0.21986301369863015,0.0845305713331106,-0.13533244236551956,0.1885889989750598,0.22908093278463648,0.08427932576539388,-0.1448016070192426,1,-0.1448016070192426,False,2890,2953.4347826086955
25,8601,11866,3266,3000,3000.0,2816,3167,2836.2,3166.0,0.9171836310870594,1.0,0.9521739130434981,0.9621739130434799,0.9130434782608426,22,75,207,22,304,7.333333333333333,25.0,69.0,7.333333333333333,True,0.11091234347048301,0.06975088967971531,0.0066972153683468455,-0.10421512810213616,0.11122881355932203,0.21817595874959717,0.10691601976005646,-0.1112599389895407,0.1640675763482781,0.24001426533523537,0.09381933438985737,-0.146194930945378,0,-0.146194930945378,False,2616,2863.893280632411
26,9101,11866,2766,2500,2500.0,2316,2667,2336.2,2666.0,0.9022132100977353,1.0,0.9521739130434981,0.9417391304347893,0.9130434782608426,21,75,169,21,265,8.4,30.0,67.6,8.4,True,0.12735849056603774,0.07575757575757576,0.007702182284980745,-0.11965630828105699,0.12735849056603774,0.23549750288129082,0.12257281553398058,-0.11292468734731023,0.17882079131109388,0.26444833625218916,0.09981167608286252,-0.16463666016932665,0,-0.16463666016932665,False,2116,2363.893280632411
27,14801,17940,3140,3000,3000.0,2931,3023,2964.8,3016.4,0.9535862641927492,1.0,0.9739130434782601,0.9226086956522158,0.9249792960661943,189,21,171,21,381,63.0,7.0,57.0,7.0,True,0.061163101604278076,0.014014014014014014,0.09158249158249158,0.030419389978213508,0.09952925353059852,0.20411663807890223,0.07720588235294118,-0.12691075572596106,0.17602739726027397,0.21642047406389556,0.08887357905614882,-0.12754689500774674,1,-0.12754689500774674,False,2884,2949.0
28,6501,10602,4102,3500,3500.0,3412,3867,3467.0,3566.8,0.8604286350242656,0.9530434782609336,0.9026086956521976,0.9106625258799067,0.9171532091096742,21,37,286,21,344,6.0,10.571428571428571,81.71428571428571,6.0,True,0.08736751647092524,0.03721869590305828,0.00429553264604811,-0.08307198382487713,0.0897510133178923,0.3154471544715447,0.043590478921709204,-0.2718566755498355,0.19687771032090198,0.3230161343431017,0.2109420713867759,-0.11207406295632583,0,-0.2718566755498355,False,2991,3365.106719367589
29,15201,17832,2632,2500,2500.0,2436,2522,2468.0,2515.8,0.9480970001321569,1.0,0.9717391304347984,0.9008695652173446,0.915695652173872,158,20,134,20,312,63.2,8.0,53.6,8.0,True,0.06540930979133226,0.012409927942353884,0.09473684210526316,0.0293275323139309,0.10092854259184497,0.1989247311827957,0.07865168539325842,-0.12027304578953726,0.171345995045417,0.2124223602484472,0.08803986710963455,-0.12438249313881267,1,-0.12438249313881267,False,2390,2451.798418972332
30,15301,17933,2633,2500,2500.0,2431,2523,2464.0,2515.8,0.9471259432949727,1.0,0.9739130434782601,0.9252173913043589,0.9149792960662125,156,20,133,20,309,62.4,8.0,53.2,8.0,True,0.06540930979133226,0.014811849479583666,0.09352226720647773,0.028112957415145468,0.10129136400322841,0.19594034797017398,0.07704654895666131,-0.11889379901351267,0.1696317749275962,0.2098714226462049,0.08780690803162713,-0.12206451461457776,1,-0.12206451461457776,False,2385,2449.0671936758895
31,14601,17735,3135,3000,3000.0,2937,3018,2969.8,3012.4,0.9552458220650484,1.0,1.0,0.9147826086956957,0.9378260869564837,206,20,168,20,394,68.66666666666667,6.666666666666667,56.0,6.666666666666667,True,0.058803875709989975,0.011007338225483656,0.09525412319084484,0.03645024748085486,0.10278804165267047,0.20616438356164385,0.07885065152021384,-0.12731373204143,0.17858364693807732,0.21604938271604937,0.08525266414575455,-0.13079671857029482,1,-0.13079671857029482,False,2890,2951.8418972332015
32,14701,17839,3139,3000,3000.0,2936,3022,2968.8,3016.4,0.9544025375015631,1.0,0.9717391304347984,0.9091304347825826,0.9087391304347693,199,20,168,20,387,66.33333333333333,6.666666666666667,56.0,6.666666666666667,True,0.05982620320855615,0.012345679012345678,0.0946127946127946,0.034786591404238454,0.10087424344317418,0.20726276121959575,0.07921122994652406,-0.12805153127307167,0.17830253251197808,0.21715265866209263,0.08803301237964237,-0.12911964628245026,1,-0.12911964628245026,False,2889,2951.7312252964425
33,7101,10630,3530,3000,3000.0,2902,3357,2966.0,3145.0,0.8590713142012458,0.9721739130435162,0.9365217391304487,0.9198550724637607,0.9080227743270735,20,35,260,20,315,6.666666666666667,11.666666666666666,86.66666666666667,6.666666666666667,True,0.09090909090909091,0.040134907251264756,0.004680708793045804,-0.08622838211604511,0.09200805910006717,0.2812041116005874,0.05123911587407903,-0.22996499572650836,0.20990166158019669,0.2889216047110784,0.19889142484512554,-0.09003017986595288,0,-0.22996499572650836,False,2631,2888.0711462450595
34,13901,16518,2618,2500,2500.0,2435,2518,2472.2,2513.8,0.9528514963297599,1.0,1.0,0.9243478260869415,0.9178260869565019,207,19,165,19,391,82.8,7.6,66.0,7.6,True,0.06556717618664522,0.008403361344537815,0.10415825595478401,0.03859107976813879,0.11864406779661017,0.24173553719008264,0.08948635634028893,-0.15224918084979372,0.20972393901936548,0.25289735099337746,0.09472372247611134,-0.15817362851726613,1,-0.15817362851726613,False,2390,2453.4347826086955
35,14001,16618,2618,2500,2500.0,2435,2518,2472.2,2513.8,0.9528514963297599,1.0,1.0,0.9113043478260443,0.9465217391304396,210,19,158,19,387,84.0,7.6,63.2,7.6,True,0.06315366049879324,0.008403361344537815,0.1065805409769883,0.043426880478195054,0.12066182405165456,0.23884297520661157,0.09109149277688604,-0.14775148242972552,0.20848784507622578,0.24793046357615894,0.09181553801412547,-0.1561149255620335,1,-0.1561149255620335,False,2390,2453.4347826086955
36,14201,17334,3134,3000,3000.0,2935,3018,2971.2,3013.8,0.9556893537915202,0.9595652173913004,1.0,0.9058742706568591,0.9417391304347621,222,19,179,19,420,74.0,6.333333333333333,59.666666666666664,6.333333333333333,True,0.061476779151353154,0.009339559706470981,0.10178031575411488,0.04030353660276172,0.10984212294255963,0.21514217197670435,0.07951887738055463,-0.13562329459614972,0.18312265117868123,0.2266803840877915,0.08393532851737186,-0.14274505557041967,1,-0.14274505557041967,False,2889,2953.197628458498
37,14901,17530,2630,2500,2500.0,2436,2518,2471.2,2512.4,0.9487353281534199,1.0,1.0,0.9013043478260988,0.9382608695652198,179,18,146,18,343,71.6,7.2,58.4,7.2,True,0.0645808263136783,0.008406725380304243,0.09838709677419355,0.03380627046051525,0.10738796931772306,0.2104175279040926,0.07942238267148015,-0.13099514523261246,0.17957166392092258,0.2255794701986755,0.08845514950166113,-0.13712432069701436,1,-0.13712432069701436,False,2390,2453.6284584980235
38,14201,16815,2615,2500,2500.0,2435,2518,2469.8,2513.8,0.9536952365117657,0.9595652173913004,1.0,0.9058742706568591,0.9599999999999637,199,16,158,16,373,79.6,6.4,63.2,6.4,True,0.060995184590690206,0.008803521408563426,0.10819539765845781,0.04720021306776761,0.11384739604360113,0.23099173553719007,0.08343361411953469,-0.1475581214176554,0.19777503090234858,0.24172185430463577,0.08849189862899876,-0.15322995567563702,1,-0.15322995567563702,False,2390,2453.316205533597
39,14801,17430,2630,2500,2500.0,2436,2518,2471.2,2512.4,0.9487353281534199,1.0,1.0,0.9226086956522158,0.9152173913042861,183,16,146,16,345,73.2,6.4,58.4,6.4,True,0.06377858002406739,0.008406725380304243,0.09959677419354838,0.035818194169480996,0.10940654016955995,0.21487603305785125,0.08062575210589651,-0.13425028095195474,0.18163097199341022,0.22889072847682118,0.08928571428571429,-0.13960501419110688,1,-0.13960501419110688,False,2390,2453.6284584980235
40,13801,15314,1514,1500,1500.0,1497,1504,1499.0,1503.8,0.9914709091953392,1.0,1.0,0.9173913043478024,0.9056521739130039,100,15,106,15,221,66.66666666666667,10.0,70.66666666666667,10.0,True,0.056112224448897796,0.008005336891260841,0.07147628590514363,0.015364061456245831,0.09206137424949967,0.21933333333333332,0.07666666666666666,-0.14266666666666666,0.18812541694462975,0.22866666666666666,0.08138759172781855,-0.14727907493884812,1,-0.14727907493884812,False,1496,1499.6205533596838
41,15301,17423,2123,2000,2000.0,1936,2018,1970.4,2012.4,0.9395646030023197,1.0,1.0,0.9252173913043589,0.9126086956521249,150,15,108,15,273,75.0,7.5,54.0,7.5,True,0.07024586051179127,0.0080040020010005,0.10404040404040404,0.033794543528612775,0.11380880121396054,0.2068785825951016,0.08128449573507275,-0.12559408686002888,0.17479253112033194,0.22338204592901878,0.0870020964360587,-0.13637994949296006,1,-0.13637994949296006,False,1891,1953.695652173913
42,16401,17926,1526,1500,1500.0,1488,1513,1490.0,1501.8,0.9811955097156587,1.0,0.9739130434782601,0.9091304347826008,0.9106314699792528,53,14,72,14,139,35.333333333333336,9.333333333333334,48.0,9.333333333333334,True,0.05744822979291917,0.018729096989966554,0.060626249167221855,0.0031780193743026833,0.07157190635451505,0.14151576123407109,0.06216577540106952,-0.07934998583300157,0.12827400940228342,0.1554959785522788,0.06970509383378017,-0.08579088471849865,1,-0.08579088471849865,False,1482,1492.2529644268775
43,16501,18026,1526,1500,1500.0,1488,1513,1490.0,1501.8,0.9811955097156587,1.0,1.0,0.9530434782608609,0.9156521739130039,44,14,74,14,132,29.333333333333332,9.333333333333334,49.333333333333336,9.333333333333334,True,0.05477621910487642,0.024080267558528427,0.05396402398401066,-0.0008121951208657635,0.06755852842809365,0.13950368879946345,0.05862758161225849,-0.08087610718720496,0.12693082605775688,0.15214477211796246,0.06702412868632708,-0.08512064343163538,0,-0.08512064343163538,False,1482,1492.2529644268775
44,15201,17323,2123,2000,2000.0,1936,2018,1970.4,2012.4,0.9395646030023197,1.0,1.0,0.9008695652173446,0.9317391304347802,152,14,105,14,271,76.0,7.0,52.5,7.0,True,0.07175112895132965,0.008504252126063032,0.10707070707070707,0.035319578119377415,0.11532625189681335,0.21000521104742054,0.08228800802809834,-0.1277172030193222,0.17738589211618258,0.22599164926931106,0.0880503144654088,-0.13794133480390225,1,-0.13794133480390225,False,1891,1953.695652173913
45,14701,17330,2630,2500,2500.0,2436,2518,2471.2,2512.4,0.9487353281534199,1.0,1.0,0.9091304347825826,0.9343478260869414,193,14,138,14,345,77.2,5.6,55.2,5.6,True,0.06337745687926194,0.008807045636509208,0.10403225806451613,0.04065480118525419,0.11303996770286637,0.21579164944191814,0.08223024468511833,-0.1335614047567998,0.18410214168039538,0.22723509933774835,0.08762458471760798,-0.13961051462014037,1,-0.13961051462014037,False,2390,2453.6284584980235
46,13901,15414,1514,1500,1500.0,1497,1504,1499.0,1503.8,0.9914709091953392,1.0,1.0,0.9243478260869415,0.9069565217391391,106,13,102,13,221,70.66666666666667,8.666666666666666,68.0,8.666666666666666,True,0.05477621910487642,0.009339559706470981,0.0781563126252505,0.023380093520374075,0.09733333333333333,0.22,0.078,-0.14200000000000002,0.1934623082054703,0.22866666666666666,0.08138759172781855,-0.14727907493884812,1,-0.14727907493884812,False,1496,1499.6205533596838
47,14001,15514,1514,1500,1500.0,1497,1504,1499.0,1503.8,0.9914709091953392,1.0,1.0,0.9113043478260443,0.9047826086957138,118,12,97,12,227,78.66666666666667,8.0,64.66666666666667,8.0,True,0.052772211088844355,0.009339559706470981,0.08617234468937876,0.033400133600534405,0.106,0.22333333333333333,0.08066666666666666,-0.14266666666666666,0.1981320880587058,0.23333333333333334,0.07671781187458306,-0.1566155214587503,1,-0.1566155214587503,False,1496,1499.6205533596838
48,14601,16711,2111,2000,2000.0,1936,2018,1969.8,2013.0,0.9445554342677107,1.0,1.0,0.9147826086956957,0.9282608695652379,174,12,121,12,307,87.0,6.0,60.5,6.0,True,0.06224899598393574,0.009004502251125562,0.11565656565656565,0.05340756967262991,0.121840242669363,0.23958333333333334,0.08931259407927747,-0.15027073925405587,0.2059128630705394,0.24947807933194155,0.09276729559748427,-0.1567107837344573,1,-0.1567107837344573,False,1891,1953.7470355731225
49,14901,17011,2111,2000,2000.0,1936,2018,1969.8,2013.0,0.9445554342677107,1.0,1.0,0.9013043478260988,0.9343478260869233,160,12,121,12,293,80.0,6.0,60.5,6.0,True,0.06475903614457831,0.008504252126063032,0.10909090909090909,0.04433187294633077,0.11532625189681335,0.2328125,0.08433734939759036,-0.14847515060240965,0.19346473029045644,0.2453027139874739,0.09433962264150944,-0.15096309134596447,1,-0.15096309134596447,False,1891,1953.7470355731225
50,8701,10808,2108,2000,2000.0,1860,2035,1977.0,2034.0,0.9449509116409582,1.0,0.9808695652173992,0.9469565217391209,0.9008695652173628,12,46,166,12,224,6.0,23.0,83.0,6.0,True,0.0992023928215354,0.058704453441295545,0.0015,-0.0977023928215354,0.10470941883767534,0.2251889168765743,0.08512769153730596,-0.14006122533926835,0.17574511819116137,0.24127310061601642,0.08601087493821058,-0.15526222567780584,0,-0.15526222567780584,False,1779,1942.901185770751
51,15201,16804,1604,1500,1500.0,1436,1518,1469.0,1513.0,0.93109617261195,1.0,1.0,0.9008695652173446,0.9569565217391209,129,11,84,11,224,86.0,7.333333333333333,56.0,7.333333333333333,True,0.07439678284182305,0.007333333333333333,0.11891891891891893,0.044522136077095875,0.12525389302640488,0.23661971830985915,0.08975217682518419,-0.14686754148467496,0.20098039215686275,0.2514124293785311,0.09872159090909091,-0.15269083846944018,1,-0.15269083846944018,False,1392,1453.8142292490118
52,9201,10808,1608,1500,1500.0,1360,1535,1477.0,1534.0,0.9278336577979727,0.9526086956521885,0.9808695652173992,0.9124275362318531,0.9008695652173628,11,46,123,11,180,7.333333333333333,30.666666666666668,82.0,7.333333333333333,True,0.12299465240641712,0.06504065040650407,0.002,-0.12099465240641712,0.12566844919786097,0.25488873904248144,0.10897009966777409,-0.14591863937470734,0.2012448132780083,0.2776243093922652,0.09389363099146422,-0.18373067840080096,0,-0.18373067840080096,False,1279,1442.901185770751
53,14701,16811,2111,2000,2000.0,1936,2018,1969.8,2013.0,0.9445554342677107,1.0,1.0,0.9091304347825826,0.9582608695652016,170,11,117,11,298,85.0,5.5,58.5,5.5,True,0.06325301204819277,0.0080040020010005,0.11262626262626263,0.04937325057806986,0.11886697015680324,0.23802083333333332,0.08780732563973909,-0.15021350769359423,0.20228215767634855,0.24634655532359082,0.09433962264150944,-0.15200693268208137,1,-0.15200693268208137,False,1891,1953.7470355731225
54,14801,16911,2111,2000,2000.0,1936,2018,1969.8,2013.0,0.9445554342677107,1.0,1.0,0.9226086956522158,0.9365217391304214,166,11,118,11,295,83.0,5.5,59.0,5.5,True,0.06375502008032129,0.0080040020010005,0.1111111111111111,0.04735609103078982,0.1178553363682347,0.234375,0.08580030105368791,-0.1485746989463121,0.19761410788381742,0.24478079331941544,0.09538784067085954,-0.1493929526485559,1,-0.1493929526485559,False,1891,1953.7470355731225
